0.000000,2246.138098
0.020000,2245.997510
0.040000,2246.071877
0.060000,2246.157227
0.080000,2246.276321
0.100000,2246.536082
0.120000,2247.005245
0.140000,2247.685120
0.160000,2248.532618
0.180000,2249.501116
0.200000,2250.476596
0.220000,2251.423141
0.240000,2252.374045
0.260000,2253.314609
0.280000,2254.308682
0.300000,2255.346134
0.320000,2256.277692
0.340000,2257.068828
0.360000,2257.786480
0.380000,2258.433917
0.400000,2259.059063
0.420000,2259.670378
0.440000,2260.363764
0.460000,2261.082059
0.480000,2261.886770
0.500000,2262.729033
0.520000,2263.635059
0.540000,2264.565472
0.560000,2265.542270
0.580000,2266.550050
0.600000,2267.571954
0.620000,2268.604078
0.640000,2269.627326
0.660000,2270.645100
0.680000,2271.676666
0.700000,2272.718331
0.720000,2273.771217
0.740000,2274.825215
0.760000,2275.896726
0.780000,2276.984333
0.800000,2278.098347
0.820000,2279.232391
0.840000,2280.357960
0.860000,2281.506670
0.880000,2282.664738
0.900000,2283.845205
0.920000,2285.033895
0.940000,2286.197221
0.960000,2287.374240
0.980000,2288.558244
1.000000,2289.767851
1.020000,2290.980543
1.040000,2292.166135
1.060000,2293.360426
1.080000,2294.558508
1.100000,2295.763963
1.120000,2296.973476
1.140000,2298.171021
1.160000,2299.372021
1.180000,2300.580558
1.200000,2301.801315
1.220000,2303.023879
1.240000,2304.217942
1.260000,2305.406722
1.280000,2306.592898
1.300000,2307.783024
1.320000,2308.967143
1.340000,2310.121916
1.360000,2311.266794
1.380000,2312.409424
1.400000,2313.555760
1.420000,2314.701262
1.440000,2315.827708
1.460000,2316.949147
1.480000,2318.070764
1.500000,2319.195499
1.520000,2320.308206
1.540000,2321.373753
1.560000,2322.414343
1.580000,2323.438952
1.600000,2324.454078
1.620000,2325.455548
1.640000,2326.425334
1.660000,2327.378201
1.680000,2328.320376
1.700000,2329.238939
1.720000,2330.051355
1.740000,2330.757160
1.760000,2331.393926
1.780000,2331.985558
1.800000,2332.545654
1.820000,2333.076584
1.840000,2333.567535
1.860000,2334.031065
1.880000,2334.475181
1.900000,2334.904673
1.920000,2335.310306
1.940000,2335.659992
1.960000,2335.973080
1.980000,2336.259321
2.000000,2336.525747
2.020000,2336.769576
2.040000,2336.977569
2.060000,2337.161775
2.080000,2337.329961
2.100000,2337.487307
2.120000,2337.631461
2.140000,2337.747210
2.160000,2337.844734
2.180000,2337.929209
2.200000,2338.003905
2.220000,2338.070214
2.240000,2338.129801
2.260000,2338.184076
2.280000,2338.234968
2.300000,2338.283472
2.320000,2338.330659
2.340000,2338.373405
2.360000,2338.413255
2.380000,2338.450113
2.400000,2338.480743
2.420000,2338.501023
2.440000,2338.513806
2.460000,2338.644505
2.480000,2339.083342
2.500000,2339.767804
2.520000,2340.613903
2.540000,2341.552635
2.560000,2342.549909
2.580000,2343.578447
2.600000,2344.618738
2.620000,2345.639245
2.640000,2346.586970
2.660000,2347.482954
2.680000,2348.344020
2.700000,2349.187167
2.720000,2350.014797
2.740000,2350.808762
2.760000,2351.582443
2.780000,2352.341123
2.800000,2353.085207
2.820000,2353.803531
2.840000,2354.468508
2.860000,2355.091870
2.880000,2355.681809
2.900000,2356.247797
2.920000,2356.788694
2.940000,2357.285801
2.960000,2357.757918
2.980000,2358.214672
3.000000,2358.662090
3.020000,2359.095299
3.040000,2359.496844
3.060000,2359.871525
3.080000,2360.222781
3.100000,2360.553732
3.120000,2360.863870
3.140000,2361.146506
3.160000,2361.411266
3.180000,2361.665382
3.200000,2361.914012
3.220000,2362.158635
3.240000,2362.396305
3.260000,2362.627984
3.280000,2362.853399
3.300000,2363.071453
3.320000,2363.280534
3.340000,2363.476952
3.360000,2363.664332
3.380000,2363.845154
3.400000,2364.022497
3.420000,2364.195510
3.440000,2364.358520
3.460000,2364.515384
3.480000,2364.667824
3.500000,2364.815595
3.520000,2364.952893
3.540000,2365.061815
3.560000,2365.149456
3.580000,2365.220857
3.600000,2365.280169
3.620000,2365.323874
3.640000,2365.336115
3.660000,2365.326845
3.680000,2365.302116
3.700000,2365.266086
3.720000,2365.226473
3.740000,2365.198454
3.760000,2365.175965
3.780000,2365.156058
3.800000,2365.137550
3.820000,2365.123936
3.840000,2365.125373
3.860000,2365.139095
