16.820000,0.000565,0.000000,-0.038023
16.840000,0.000565,0.000000,-0.042329
16.860000,0.000565,0.000000,-0.045756
16.880000,0.000565,0.000000,-0.048412
16.900000,0.000565,0.000000,-0.050368
16.920000,0.000565,0.000023,-0.051732
16.940000,0.000565,0.000045,-0.052585
16.960000,0.000565,0.000068,-0.052955
16.980000,0.000565,0.000090,-0.052888
17.000000,0.000565,0.000113,-0.052454
17.020000,0.000565,0.000136,-0.051689
17.040000,0.000473,0.000158,-0.050638
17.060000,0.000076,0.000181,-0.049293
17.080000,-0.000839,0.000203,-0.047724
17.100000,-0.001846,0.000226,-0.045927
17.120000,-0.003647,0.000088,-0.043951
17.140000,-0.004440,-0.000542,-0.041791
17.160000,-0.005203,-0.002019,-0.039443
17.180000,-0.005631,-0.003680,-0.036936
17.200000,-0.005875,-0.006652,-0.034278
17.220000,-0.006119,-0.008086,-0.031478
17.240000,-0.006363,-0.009503,-0.028547
17.260000,-0.006699,-0.010415,-0.025504
17.280000,-0.006851,-0.011051,-0.022350
17.300000,-0.006882,-0.011699,-0.019105
17.320000,-0.006882,-0.012260,-0.015770
17.340000,-0.006821,-0.012677,-0.012677
17.360000,-0.006394,-0.012282,-0.012282
17.380000,-0.005692,-0.011527,-0.011527
17.400000,-0.004776,-0.009872,-0.009872
17.420000,-0.003098,-0.008923,-0.008923
17.440000,-0.000809,-0.007339,-0.007339
17.460000,0.004379,-0.005544,-0.005544
17.480000,0.007523,-0.003509,-0.003509
17.500000,0.011093,-0.000184,-0.000184
17.520000,0.014633,0.004160,0.004160
17.540000,0.019486,0.013169,0.012922
17.560000,0.028183,0.018643,0.018643
17.580000,0.033494,0.024695,0.024695
17.600000,0.039017,0.030271,0.030271
17.620000,0.044877,0.038446,0.038072
17.640000,0.049546,0.052548,0.045430
17.660000,0.064530,0.061389,0.052455
17.680000,0.072465,0.070567,0.059228
17.700000,0.076432,0.079648,0.065809
17.720000,0.080369,0.086315,0.072225
17.740000,0.084306,0.106700,0.078516
17.760000,0.088853,0.118165,0.084702
17.780000,0.093217,0.123035,0.090814
17.800000,0.101732,0.128057,0.096862
17.820000,0.105730,0.131455,0.102840
17.840000,0.111009,0.132104,0.108756
17.860000,0.116075,0.135235,0.114607
17.880000,0.120562,0.144624,0.120406
17.900000,0.128496,0.146819,0.126174
17.920000,0.132372,0.152309,0.131905
17.940000,0.135393,0.149171,0.137592
17.960000,0.138598,0.149845,0.143259
17.980000,0.140490,0.159715,0.148917
18.000000,0.141741,0.163121,0.154552
18.020000,0.142809,0.166089,0.160186
18.040000,0.142809,0.170984,0.165823
18.060000,0.142809,0.172393,0.171451
18.080000,0.142809,0.168971,0.168971
18.100000,0.142809,0.169248,0.169248
18.120000,0.142809,0.165794,0.165794
18.140000,0.142809,0.167296,0.167296
18.160000,0.142809,0.166638,0.166638
18.180000,0.142412,0.160434,0.160434
18.200000,0.141955,0.157715,0.157715
18.220000,0.141253,0.155121,0.155121
18.240000,0.139757,0.151253,0.151253
18.260000,0.138109,0.148646,0.148646
18.280000,0.136187,0.148767,0.148767
18.300000,0.133410,0.146397,0.146397
18.320000,0.129961,0.144958,0.144958
18.340000,0.126085,0.140378,0.140378
18.360000,0.116716,0.136529,0.136529
18.380000,0.110246,0.134590,0.134590
18.400000,0.104479,0.129623,0.129623
18.420000,0.097704,0.123868,0.123868
18.440000,0.089342,0.110037,0.110037
18.460000,0.082017,0.099868,0.099868
18.480000,0.067857,0.089030,0.089030
18.500000,0.061448,0.077841,0.077841
18.520000,0.055283,0.063378,0.063378
18.540000,0.050065,0.052182,0.052182
18.560000,0.043992,0.029500,0.029500
18.580000,0.036027,0.017663,0.017663
18.600000,0.032395,0.007854,0.007854
18.620000,0.028305,-0.000016,-0.000016
18.640000,0.024949,-0.004387,-0.004387
18.660000,0.022263,-0.013672,-0.013672
18.680000,0.019242,-0.015533,-0.015533
18.700000,0.014237,-0.017628,-0.017628
18.720000,0.011887,-0.016303,-0.016303
18.740000,0.009995,-0.015420,-0.015420
18.760000,0.008316,-0.007841,-0.007841
18.780000,0.006638,-0.009157,-0.009157
18.800000,0.005173,-0.007169,-0.007169
18.820000,0.002670,-0.005313,-0.005313
18.840000,0.002548,-0.004975,-0.004975
18.860000,0.002548,-0.001582,-0.001582
18.880000,0.003311,-0.001996,-0.001996
18.900000,0.004837,-0.003915,-0.003915
18.920000,0.010513,-0.004094,-0.004094
18.940000,0.014542,-0.003870,-0.003870
18.960000,0.018235,-0.006477,-0.006477
18.980000,0.022782,-0.002800,-0.002800
19.000000,0.026352,0.005649,0.005649
19.020000,0.029526,0.011688,0.011688
19.040000,0.035966,0.018188,0.018188
19.060000,0.038010,0.024356,0.024356
19.080000,0.038743,0.031292,0.031292
19.100000,0.038743,0.038655,0.038655
19.120000,0.038743,0.050403,0.050403
19.140000,0.038743,0.055142,0.055142
19.160000,0.040055,0.059554,0.059554
19.180000,0.041642,0.059157,0.059157
19.200000,0.044236,0.055749,0.055749
19.220000,0.047776,0.053449,0.053449
19.240000,0.052384,0.052731,0.052731
19.260000,0.060563,0.052444,0.052444
19.280000,0.066087,0.053124,0.053124
19.300000,0.070359,0.054888,0.054888
19.320000,0.075212,0.055578,0.055578
19.340000,0.079393,0.065899,0.065899
19.360000,0.082963,0.072307,0.072307
19.380000,0.088975,0.079643,0.079643
19.400000,0.091600,0.089899,0.089899
19.420000,0.093339,0.098747,0.098747
19.440000,0.094835,0.105929,0.105929
19.460000,0.096147,0.116930,0.116930
19.480000,0.097063,0.122182,0.122182
19.500000,0.098436,0.125446,0.125446
19.520000,0.099168,0.128963,0.128963
19.540000,0.099901,0.126440,0.126440
19.560000,0.100389,0.125270,0.125270
19.580000,0.100786,0.124056,0.124056
19.600000,0.101396,0.119826,0.119826
19.620000,0.101701,0.116060,0.116060
19.640000,0.101946,0.112578,0.112578
19.660000,0.102220,0.106391,0.106391
19.680000,0.102434,0.103570,0.103570
19.700000,0.102647,0.101269,0.101269
19.720000,0.102831,0.098599,0.098599
19.740000,0.102861,0.099472,0.099472
19.760000,0.102892,0.099547,0.099547
19.780000,0.102892,0.099704,0.099704
19.800000,0.103044,0.101679,0.101679
19.820000,0.103288,0.103307,0.103307
19.840000,0.103349,0.104917,0.104917
19.860000,0.103349,0.108242,0.108242
19.880000,0.103166,0.110038,0.110038
19.900000,0.102403,0.111789,0.111789
19.920000,0.101549,0.113569,0.113569
19.940000,0.099565,0.113235,0.113235
19.960000,0.097856,0.113053,0.113053
19.980000,0.095933,0.111883,0.111883
20.000000,0.092668,0.109438,0.109438
20.020000,0.089311,0.105282,0.105282
20.040000,0.086015,0.101432,0.101432
20.060000,0.079210,0.096079,0.096079
20.080000,0.076493,0.089284,0.089284
20.100000,0.074357,0.082167,0.082167
20.120000,0.072648,0.074927,0.074927
20.140000,0.071244,0.063136,0.063136
20.160000,0.069963,0.057539,0.057539
20.180000,0.067552,0.053360,0.053360
20.200000,0.066972,0.050591,0.050591
20.220000,0.066941,0.049367,0.049367
20.240000,0.067216,0.048265,0.048265
20.260000,0.068467,0.046361,0.046361
20.280000,0.070756,0.048369,0.048369
20.300000,0.071794,0.051698,0.051698
20.320000,0.072068,0.055872,0.055872
20.340000,0.072068,0.064641,0.064641
20.360000,0.072068,0.071874,0.071874
20.380000,0.071885,0.076570,0.076570
20.400000,0.070939,0.079408,0.079408
20.420000,0.070085,0.081002,0.081002
20.440000,0.069017,0.082571,0.082571
20.460000,0.067735,0.084373,0.084373
20.480000,0.066270,0.082675,0.082675
20.500000,0.064836,0.080214,0.080214
20.520000,0.062242,0.076735,0.076735
20.540000,0.060838,0.069949,0.069949
20.560000,0.059251,0.063389,0.063389
20.580000,0.057603,0.058052,0.058052
20.600000,0.055314,0.051730,0.051730
20.620000,0.050889,0.047841,0.047841
20.640000,0.047959,0.043554,0.043554
20.660000,0.044907,0.038903,0.038903
20.680000,0.041184,0.035189,0.035189
20.700000,0.037644,0.028491,0.028491
20.720000,0.033768,0.024717,0.024717
20.740000,0.026413,0.022755,0.022755
20.760000,0.022538,0.019732,0.019732
20.780000,0.019333,0.016382,0.016382
20.800000,0.016464,0.013158,0.013158
20.820000,0.013779,0.003005,0.003005
20.840000,0.011246,-0.001481,-0.001481
20.860000,0.006912,-0.004658,-0.004658
20.880000,0.005173,-0.007802,-0.007802
20.900000,0.003830,-0.008830,-0.008830
20.920000,0.002976,-0.011207,-0.011207
20.940000,0.002670,-0.017502,-0.017502
