0	1.50003	-1.15051	0.700006	-0	0	0
0.0005	2.99851	0.0511516	1.1837	0.000102708	-3.74979e-07	-0.00490468
0.001	2.99851	0.0511516	1.18369	0.000102708	-3.74981e-07	-0.00980968
0.0015	2.99851	0.0511516	1.18368	0.000102708	-3.74982e-07	-0.0147147
0.002	2.99851	0.0511516	1.18367	0.000102708	-3.74982e-07	-0.0196197
0.0025	2.99851	0.0511516	1.18366	0.000102708	-3.74983e-07	-0.0245247
0.003	2.99851	0.0511516	1.18365	0.000102708	-3.74983e-07	-0.0294297
0.0035	2.99851	0.0511516	1.18363	0.000102708	-3.74984e-07	-0.0343347
0.004	2.99851	0.0511516	1.18361	0.000102708	-3.74984e-07	-0.0392397
0.0045	2.99851	0.0511516	1.18359	0.000102708	-3.74984e-07	-0.0441447
0.005	2.99851	0.0511516	1.18356	0.000102708	-3.74983e-07	-0.0490497
0.0055	2.99851	0.0511516	1.18354	0.000102708	-3.74983e-07	-0.0539547
0.006	2.99851	0.0511516	1.18351	0.000102708	-3.74983e-07	-0.0588597
0.0065	2.99851	0.0511516	1.18348	0.000102708	-3.74982e-07	-0.0637647
0.007	2.99851	0.0511516	1.18344	0.000102708	-3.74981e-07	-0.0686697
0.0075	2.99851	0.0511516	1.1834	0.000102708	-3.7498e-07	-0.0735747
0.008	2.99851	0.0511516	1.18337	0.000102708	-3.74979e-07	-0.0784797
0.0085	2.99851	0.0511516	1.18332	0.000102708	-3.74978e-07	-0.0833847
0.009	2.99851	0.0511516	1.18328	0.000102708	-3.74977e-07	-0.0882897
0.0095	2.99851	0.0511516	1.18323	0.000102708	-3.74975e-07	-0.0931947
0.01	2.99851	0.0511516	1.18318	0.000102708	-3.74974e-07	-0.0980997
0.0105	2.99851	0.0511516	1.18313	0.000102708	-3.74972e-07	-0.103005
0.011	2.99851	0.0511516	1.18308	0.000102708	-3.7497e-07	-0.10791
0.0115	2.99851	0.0511516	1.18302	0.000102708	-3.74968e-07	-0.112815
0.012	2.99851	0.0511516	1.18296	0.000102708	-3.74966e-07	-0.11772
0.0125	2.99851	0.0511516	1.1829	0.000102708	-3.74963e-07	-0.122625
0.013	2.99851	0.0511516	1.18284	0.000102708	-3.74961e-07	-0.12753
0.0135	2.99851	0.0511516	1.18277	0.000102708	-3.74958e-07	-0.132435
0.014	2.99851	0.0511516	1.1827	0.000102708	-3.74956e-07	-0.13734
0.0145	2.99851	0.0511516	1.18263	0.000102708	-3.74953e-07	-0.142245
0.015	2.99851	0.0511516	1.18256	0.000102708	-3.7495e-07	-0.14715
0.0155	2.99851	0.0511516	1.18248	0.000102708	-3.74946e-07	-0.152055
0.016	2.99851	0.0511516	1.1824	0.000102708	-3.74943e-07	-0.15696
0.0165	2.99851	0.0511516	1.18232	0.000102708	-3.7494e-07	-0.161865
0.017	2.99851	0.0511516	1.18224	0.000102708	-3.74936e-07	-0.16677
0.0175	2.99851	0.0511516	1.18215	0.000102708	-3.74932e-07	-0.171675
0.018	2.99851	0.0511516	1.18207	0.000102708	-3.74928e-07	-0.17658
0.0185	2.99851	0.0511516	1.18197	0.000102708	-3.74924e-07	-0.181485
0.019	2.99851	0.0511516	1.18188	0.000102708	-3.7492e-07	-0.18639
0.0195	2.99851	0.0511516	1.18179	0.000102708	-3.74916e-07	-0.191295
0.02	2.99851	0.0511516	1.18169	0.000102708	-3.74911e-07	-0.1962
0.0205	2.99851	0.0511516	1.18159	0.000102708	-3.74907e-07	-0.201105
0.021	2.99851	0.0511516	1.18148	0.000102708	-3.74902e-07	-0.20601
0.0215	2.99851	0.0511516	1.18138	0.000102708	-3.74897e-07	-0.210915
0.022	2.99851	0.0511516	1.18127	0.000102708	-3.74892e-07	-0.21582
0.0225	2.99851	0.0511516	1.18116	0.000102708	-3.74887e-07	-0.220725
0.023	2.99851	0.0511516	1.18105	0.000102708	-3.74881e-07	-0.22563
0.0235	2.99851	0.0511516	1.18093	0.000102708	-3.74876e-07	-0.230535
0.024	2.99851	0.0511516	1.18081	0.000102708	-3.7487e-07	-0.23544
0.0245	2.99851	0.0511516	1.18069	0.000102708	-3.74864e-07	-0.240345
0.025	2.99851	0.0511516	1.18057	0.000102708	-3.74858e-07	-0.24525
0.0255	2.99851	0.0511516	1.18045	0.000102708	-3.74852e-07	-0.250155
0.026	2.99851	0.0511516	1.18032	0.000102708	-3.74846e-07	-0.25506
0.0265	2.99851	0.0511516	1.18019	0.000102707	-3.7484e-07	-0.259965
0.027	2.99851	0.0511516	1.18006	0.000102707	-3.74833e-07	-0.26487
0.0275	2.99851	0.0511516	1.17992	0.000102707	-3.74827e-07	-0.269775
