,timeStamp,x,y,yaw
1,0.0,0.0,0.0,0.0
2,0.017588138580322266,-4.4345855712890625e-05,-3.9577484130859375e-05,0.0003705115585738994
3,0.11727094650268555,-0.0003960132598876953,0.0005894899368288353,-0.005228816243291495
4,0.21744060516357422,-0.0003960132598876953,0.0007917881011962891,-0.006625254047533391
5,0.317385196685791,-8.893013000488281e-05,0.00022280216217041016,-0.0007445844455722939
6,0.4173727035522461,-0.0003914833068847656,0.0007276535034179688,-0.0060129267241491036
7,0.5173799991607666,-0.00043487548828125,0.0005002021789550781,-0.005179748126721992
8,0.6171021461486816,-0.0004961490631103516,0.00044524669647216797,-0.0045466802816477025
9,0.7172446250915527,-0.0001075267791743606,0.0005410909652709961,-0.0034789799578480995
10,0.8172106742858887,-0.0004019737243652344,0.0004481077194213867,-0.0049269338977095956
11,0.9173071384429932,-0.0004622936248779297,0.00046753883361816406,-0.005075705124445898
12,1.0173389911651611,-0.00012993812561035156,0.0006365776062011719,-0.003937981257953194
13,1.1171767711639404,-0.00022673606872558594,0.0006796121597290039,-0.0033609009107979926
14,1.2194805145263672,0.0052661895751953125,0.0013982057571411133,-0.004690767080316696
15,1.3172836303710938,0.021849632263184038,0.0030916929244995117,-0.0010971381770644023
16,1.4173786640167236,0.05008840560913086,0.00506472587585427,0.01255734156713001
17,1.5172173976898193,0.08973264694213867,0.00891876220703125,0.022131975516322497
18,1.6172599792480469,0.1401503086090088,0.013906478881835938,0.031674406742059305
19,1.7172112464904785,0.199570894241333,0.019791007041931152,0.0405678898487296
20,1.8172070980072021,0.26796579360961914,0.027375221252441406,0.0444418887945481
21,1.9171245098114014,0.34604930877685547,0.03359806537628174,0.052835682920250704
22,2.0172476768493652,0.43470311164855957,0.04155170917510986,0.060497255232152505
23,2.1171979904174805,0.5291674137115479,0.051607608795166016,0.0685013094987434
24,2.2171428203582764,0.6270418167114258,0.06207239627838135,0.07751116436502431
25,2.317051887512207,0.7244608402252197,0.07454824447631836,0.0855776128236711
26,2.417404890060425,0.8193721771240234,0.0879209041595459,0.09539811631464
27,2.5172646045684814,0.9115035533905029,0.10206294059753418,0.1145608823853506
28,2.6172008514404297,0.9995827674865718,0.12096095085144043,0.1411642677880694
29,2.7171335220336914,1.0856127738952637,0.14208745956420898,0.1707982593095311
30,2.817161798477173,1.1709039211273193,0.16607749462127686,0.2037633348572104
31,2.917191505432129,1.2545061111450195,0.19347715377807617,0.2283957755026064
32,3.0172603130340576,1.3376269340515134,0.21992218494415283,0.2520385925973695
33,3.117220878601074,1.4190247058868408,0.24812996387481667,0.27487282287327897
34,3.217339277267456,1.4967948198318481,0.27824366092681885,0.2956541050177569
35,3.317279577255249,1.5739250183105469,0.30750787258148193,0.3143709493137802
36,3.417299747467041,1.649983763694763,0.33869409561157227,0.3346479270531971
37,3.5175058841705322,1.7247979640960693,0.3714015483856201,0.35015609375862733
38,3.617241621017456,1.7998433113098145,0.40432822704315186,0.3684610070324573
39,3.717222213745117,1.8739360570907593,0.4383808374404907,0.38337614183910074
40,3.817218780517578,1.944777011871338,0.473646879196167,0.3986645049344043
41,3.9173104763031006,2.015337109565735,0.5079953074455261,0.41310255963221143
42,4.017202377319336,2.083881139755249,0.5436862707138062,0.4283345312355785
43,4.117199897766113,2.1509653329849243,0.5808379054069519,0.4471823280342898
44,4.217132806777954,2.21691632270813,0.6197333335876465,0.4661842276010312
45,4.317306280136108,2.282727360725403,0.6595298051834106,0.4840415002446864
46,4.417178392410278,2.3457605838775635,0.6997689604759216,0.5028121395385211
47,4.517163276672363,2.407146692276001,0.7397973537445068,0.5166477479226473
48,4.616907358169556,2.4668831825256348,0.7793627381324768,0.5330801540849189
49,4.717207670211792,2.5225983262062073,0.8136908411979675,0.547259281106853
50,4.8172667026519775,2.5776488184928894,0.8507578372955322,0.5634896354029443
51,4.917223215103149,2.6262091994285583,0.8906975984573364,0.5757054931795763
52,5.017066717147827,2.675654351711273,0.9303073883056641,0.584856248745003
53,5.1170814037323,2.7261499166488647,0.96841961145401,0.595993579352759
54,5.217251777648926,2.7754600942134857,1.0061174631118774,0.6065401906932165
55,5.317516803741455,2.823378771543503,1.044724941253662,0.617669473748394
56,5.42136549949646,2.87174054980278,1.0832408964633942,0.628622458887781
57,5.517301321029663,2.9170584678649902,1.1196409165859222,0.6439562032905722
58,5.61720871925354,2.960207849740982,1.152182936668396,0.6516875842801556
59,5.717287063598633,2.999090328812599,1.189192295074463,0.6637215810703164
60,5.817307472229004,3.0390557795763016,1.2261784374713898,0.6767001858494415
61,5.917253494262695,3.079167813062668,1.2660614103078842,0.6973489007053623
62,6.017249584197998,3.1180978789925575,1.3072849959135056,0.7171503589048954
63,6.1173036098480225,3.1570758372545242,1.3483338356018066,0.736892649988916
64,6.217257738113403,3.194732315838337,1.3902592882514,0.755551270380225
65,6.317850589752197,3.2325114216655493,1.4338837042450905,0.7736773762284477
66,6.417656898498535,3.2709687538444996,1.4773366414010525,0.7924908726957829
67,6.517146587371826,3.310068264603615,1.5220539309084415,0.8021736500939933
68,6.617260456085205,3.3506776839494705,1.5667356476187706,0.8090527774507704
69,6.717254877090454,3.392282247543335,1.6120126992464066,0.8078360774194652
70,6.818998575210571,3.434316873550415,1.6581828147172928,0.8050663442040892
71,6.917272329330444,3.4775004535913467,1.7025154381990433,0.7983233852459017
72,7.017307758331299,3.5215975046157837,1.7455653250217438,0.7904117577689833
73,7.11727237701416,3.5672228634357452,1.7886605560779572,0.7774487552094493
74,7.217251300811768,3.6168258786201477,1.8314536809921265,0.7703630484985572
75,7.317194938659668,3.6638599932193756,1.8808637857437134,0.7572606820449279
76,7.417388200759888,3.714933454990387,1.925607591867447,0.7513231390559417
77,7.51720404624939,3.7651203274726868,1.9730637669563293,0.7421604385993816
78,7.6174187660217285,3.815533936023712,2.019182026386261,0.7358119137855685
79,7.717238426208496,3.865859806537628,2.0644856095314026,0.7289617595411862
80,7.81726861000061,3.9162427186965942,2.107739269733429,0.7283632922401595
81,7.917237758636475,3.966447412967682,2.1531394720077515,0.724914718561505
82,8.01733922958374,4.017744302749634,2.2012566328048706,0.7149964473589472
83,8.117188453674316,4.073482573032379,2.246658444404602,0.7142931183549394
84,8.2174232006073,4.129123568534851,2.292801558971405,0.6978147364922901
85,8.317334413528442,4.186425030231476,2.3355460166931152,0.6761286139189748
86,8.417291402816772,4.244233250617981,2.3760546445846558,0.6507445951413874
87,8.517265796661377,4.301840543746948,2.4134368300437927,0.6257927772709054
88,8.617321491241455,4.359405040740967,2.449132740497589,0.5999711559358757
89,8.717186212539673,4.417627334594727,2.482987701892853,0.5749884430356599
90,8.817203998565674,4.477490544319153,2.5149868726730347,0.549524511177461
91,8.917323350906372,4.538281798362732,2.545610547065735,0.5244400872582421
92,9.01831340789795,4.6002033948898315,2.5752334594726562,0.4960422886202357
93,9.117268323898315,4.661932468414307,2.602676510810852,0.46912098816112613
94,9.217278957366943,4.723320007324219,2.6270933151245117,0.4407833672015574
95,9.317285537719727,4.7835246324539185,2.65000581741333,0.41697560461399885
96,9.41757845878601,4.844968795776367,2.670816421508789,0.38914486195737774
97,9.517259120941162,4.905223846435547,2.694264531135559,0.3856655727890096
98,9.617331743240356,4.969615340232849,2.7097851037979126,0.34140219804363847
99,9.717119693756104,5.034199595451355,2.7273776531219482,0.3216604472619134
100,9.817156076431274,5.099455952644348,2.7446887493133545,0.30090286697526036
101,9.91728925704956,5.164028525352478,2.761077880859375,0.28324158597552407
102,10.01729679107666,5.227853059768677,2.7764952182769775,0.2661217440526701
103,10.117371320724487,5.291579008102417,2.7903512716293335,0.24957510801500982
104,10.21741271018982,5.355715036392212,2.80420184135437,0.2381691292795663
105,10.317800760269165,5.419890403747559,2.8185884952545166,0.2235043807997691
106,10.417316913604736,5.485733270645142,2.831906318664551,0.2111064331555531
107,10.517685413360596,5.552550315856934,2.843405604362488,0.2012686416335653
108,10.617247581481934,5.619765281677246,2.8551933765411377,0.1913797418606494
109,10.717236757278442,5.68402886390686,2.8679099082946777,0.170189996354181
110,10.81731629371643,5.749752521514893,2.8782421350479126,0.1671170648096
111,10.919386863708496,5.8151092529296875,2.8870890140533447,0.1528435446319863
112,11.017213106155396,5.87930703163147,2.897855758666992,0.1443815632457675
113,11.117263793945312,5.945597171783447,2.9082653522491455,0.1468437134973938
114,11.217567205429077,6.014281988143921,2.916202187538147,0.13976821877902912
115,11.317398071289062,6.082684516906738,2.9247628450393677,0.1302046029609048
116,11.417179584503174,6.149316072463989,2.9330921173095703,0.1211923452193505
