time,Steering_input,x,y,vx,vy,ax,ay,yaw,roll,yaw_rate,roll_rate,slip_angle,long_slip,toe_in_r,toe_in_avg,toe_in_l,wlf,wlr,wrf,wrr,tiredef_rf,tiredef_rr,tiredef_lf,tiredef_lr,sp_tor,current_gear,engine_omega,engine_torque,tc_inp_tor,tc_out_tor,tc_out_omg,tc_sr,
+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+8.61318092e-311,+0.00000000e+00,+0.00000000e+00,+1,+0.00000000e+00,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+0.00000000e+00,-0.00000000e+00,
+1.00000000e-02,+0.00000000e+00,-3.72049506e-05,-5.85699731e-08,-5.47357843e-03,+9.66473794e-07,-4.25221244e-01,+9.21303655e-05,+2.04207146e-08,-2.83341121e-07,-1.76938761e-07,-5.01141583e-05,+1.30648566e+00,-9.21339502e-01,-3.27023242e-04,+4.61149475e-06,+3.36246232e-04,+5.55274224e-03,+5.55142692e-03,+5.55062429e-03,+5.55143779e-03,+0.00000000e+00,+0.00000000e+00,+8.61318092e-311,+0.00000000e+00,+2.88683529e+00,+1,+2.69280503e-03,+6.12044725e-01,+3.22275508e-08,+6.44551016e-08,-1.85469049e-02,-6.74346909e+00,
+2.00000000e-02,+0.00000000e+00,-1.23431679e-04,+2.17955152e-07,-7.59441467e-03,-6.79688171e-06,-6.64875978e-02,-1.18621862e-03,+2.67286442e-08,+1.10405423e-06,+1.80137197e-06,+4.18530748e-04,+1.33856832e+00,-7.59909785e-01,-1.05829940e-03,+4.76566869e-06,+1.06783074e-03,+1.70135701e-02,+1.82056897e-02,+1.69788675e-02,+1.81758716e-02,+5.92641896e-03,+5.85277951e-03,+5.92638906e-03,+5.85280936e-03,-5.23969761e+01,+1,+1.07341746e-02,+1.23029794e+00,-5.12100021e-07,-5.12100021e-07,+1.61777152e-01,+1.56421280e+01,
+3.00000000e-02,+0.00000000e+00,-2.25010384e-04,+1.53106611e-06,-7.31031274e-03,-1.99025680e-05,+1.06264619e-01,-1.27555937e-03,+5.56110189e-08,+7.88769256e-06,+3.66364277e-06,+8.95945852e-04,+1.38613725e+00,-3.38116261e-01,-1.71077547e-03,+5.41091052e-06,+1.72159729e-03,+2.77474730e-02,+3.08693729e-02,+2.76185904e-02,+3.07463563e-02,+1.21666969e-02,+1.19807806e-02,+1.21646030e-02,+1.19786868e-02,-3.67169420e+01,+1,+2.38722768e-02,+1.84860399e+00,-2.53282489e-06,-2.53282489e-06,+3.69259900e-01,+1.60323228e+01,
+4.00000000e-02,+0.00000000e+00,-3.23893824e-04,+3.42350878e-06,-5.70998055e-03,-3.12604347e-05,+2.01712433e-01,-7.91340880e-04,+9.73071764e-08,+1.79504629e-05,+3.97821703e-06,+1.05274428e-03,+1.50435127e+00,+1.95075365e+00,-2.10098641e-03,+6.30547499e-06,+2.11359736e-03,+3.38742307e-02,+3.90437029e-02,+3.36746186e-02,+3.88483497e-02,+1.63987673e-02,+1.60654195e-02,+1.63919765e-02,+1.60585627e-02,-6.76511720e+00,+1,+4.18382854e-02,+2.46698984e+00,-7.77974278e-06,-7.77974278e-06,+4.71336266e-01,+1.15306432e+01,
+5.00000000e-02,+0.00000000e+00,-4.10175525e-04,+5.16981338e-06,-3.41338147e-03,-3.58421084e-05,+2.47343968e-01,+8.93798238e-05,+1.35679510e-07,+2.76625252e-05,+2.50859308e-06,+8.30514229e-04,+3.45143009e-02,+4.67559153e+00,-2.21508515e-03,+7.10654104e-06,+2.22929823e-03,+3.41705213e-02,+4.13590917e-02,+3.39682167e-02,+4.11585768e-02,+1.85877252e-02,+1.80884875e-02,+1.85754758e-02,+1.80761247e-02,+2.42320637e+01,+1,+6.43695698e-02,+3.08548060e+00,-1.84152956e-05,-1.84152956e-05,+4.34681065e-01,+6.82809253e+00,
+6.00000000e-02,+0.00000000e+00,-4.78536319e-04,+6.09976093e-06,-8.15983944e-04,-3.07863322e-05,+2.62855583e-01,+1.07070405e-03,+1.55329780e-07,+3.34960410e-05,-5.15926420e-08,+2.96101085e-04,-1.08081937e+00,+2.66101616e+00,-2.13275956e-03,+7.54499125e-06,+2.14784954e-03,+2.91801056e-02,+3.82624682e-02,+2.90425965e-02,+3.81237596e-02,+1.92759663e-02,+1.86043867e-02,+1.92602734e-02,+1.85885738e-02,+4.85105842e+01,+1,+9.12175768e-02,+3.70409880e+00,-3.69806503e-05,-3.69806503e-05,+2.73993729e-01,+3.01026381e+00,
+7.00000000e-02,+0.00000000e+00,-5.26265603e-04,+5.76421841e-06,+1.84444309e-03,-1.62575122e-05,+2.60090632e-01,+1.87136029e-03,+1.47341780e-07,+3.29187854e-05,-3.23293425e-06,-4.28401835e-04,-1.18133602e+00,+2.29372365e+00,-1.95236226e-03,+7.48140876e-06,+1.96732507e-03,+2.03560300e-02,+3.10453704e-02,+2.03321515e-02,+3.10177103e-02,+1.91098017e-02,+1.82679441e-02,+1.90948620e-02,+1.82529200e-02,+6.30930531e+01,+1,+1.22151289e-01,+4.32286430e+00,+6.63152775e-05,+1.20929474e-04,+2.66075036e-02,+2.20557787e-01,
+8.00000000e-02,+0.00000000e+00,-5.52206869e-04,+3.97734656e-06,+4.41593944e-03,+5.29642325e-06,+2.44833647e-01,+2.36784076e-03,+1.06364103e-07,+2.46978077e-05,-6.47305547e-06,-1.21120409e-03,-1.22806643e+00,+2.18523677e+00,-1.74941887e-03,+6.86566662e-06,+1.76315020e-03,+9.42124762e-03,+2.13943664e-02,+9.54024437e-03,+2.15073802e-02,+1.86079884e-02,+1.76030919e-02,+1.85988159e-02,+1.75939080e-02,+6.80918924e+01,+1,+1.56957697e-01,+4.94179463e+00,+1.09492083e-04,+2.18984167e-04,-2.64355419e-01,-1.66369123e+00,
+9.00000000e-02,+0.00000000e+00,-5.56445281e-04,+7.95100274e-07,+6.77944970e-03,+3.07983346e-05,+2.18542360e-01,+2.57758816e-03,+3.20218145e-08,+8.85276307e-06,-9.23292759e-06,-1.93617469e-03,-1.27488526e+00,+2.20387688e+00,-1.56653345e-03,+5.70070731e-06,+1.57793486e-03,-1.97513575e-03,+1.08979924e-02,-1.70235086e-03,+1.11627010e-02,+1.80914586e-02,+1.69343333e-02,+1.80924693e-02,+1.69354354e-02,+6.49237221e+01,+1,+1.95442267e-01,+5.56090546e+00,+1.69767466e-04,+3.39534932e-04,-5.59462480e-01,-2.82465653e+00,
