time,Steering_input,x,y,vx,vy,ax,ay,yaw,roll,yaw_rate,roll_rate,slip_angle,long_slip,toe_in_r,toe_in_avg,toe_in_l,wlf,wlr,wrf,wrr,tiredef_rf,tiredef_rr,tiredef_lf,tiredef_lr,sp_tor,current_gear,engine_omega,engine_torque,tc_inp_tor,tc_out_tor,tc_out_omg,tc_sr,
+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+8.61318092e-311,+0.00000000e+00,+0.00000000e+00,+1,+0.00000000e+00,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+0.00000000e+00,-0.00000000e+00,
+1.00000000e-02,+0.00000000e+00,-3.72049498e-05,-5.81923060e-08,-5.47357849e-03,+9.56757015e-07,-4.25221260e-01,+9.00739553e-05,+2.04284410e-08,-2.81418047e-07,-1.74700639e-07,-4.95417717e-05,+1.30648596e+00,-9.21337141e-01,-3.27023071e-04,+4.61166723e-06,+3.36246405e-04,+5.55290506e-03,+5.55158974e-03,+5.55078726e-03,+5.55160076e-03,+0.00000000e+00,+0.00000000e+00,+8.61318092e-311,+0.00000000e+00,+2.88707161e+00,+1,+2.09409290e-03,+4.76033983e-01,+1.94898892e-08,+3.89797783e-08,-1.85478220e-02,-8.62939965e+00,
+2.00000000e-02,+0.00000000e+00,-1.23431640e-04,+2.20875367e-07,-7.59440619e-03,-6.84057425e-06,-6.64859543e-02,-1.19105549e-03,+2.67897809e-08,+1.11906921e-06,+1.81040182e-06,+4.20730017e-04,+1.33856917e+00,-7.59902790e-01,-1.05829805e-03,+4.76702169e-06,+1.06783210e-03,+1.70142550e-02,+1.82063737e-02,+1.69793488e-02,+1.81763546e-02,+5.92642086e-03,+5.85278148e-03,+5.92638711e-03,+5.85280740e-03,-5.23960827e+01,+1,+8.35011082e-03,+9.56891973e-01,-3.09886003e-07,-3.09886003e-07,+1.61772577e-01,+2.03486062e+01,
+3.00000000e-02,+0.00000000e+00,-2.25010101e-04,+1.54050591e-06,-7.31027667e-03,-2.00099884e-05,+1.06268639e-01,-1.28334248e-03,+5.58148359e-08,+7.93669340e-06,+3.68278814e-06,+9.00668621e-04,+1.38613942e+00,-3.38092692e-01,-1.71077102e-03,+5.41539947e-06,+1.72160182e-03,+2.77489548e-02,+3.08708505e-02,+2.76194441e-02,+3.07472104e-02,+1.21667048e-02,+1.19807887e-02,+1.21645949e-02,+1.19786788e-02,-3.67152699e+01,+1,+1.85762722e-02,+1.43778165e+00,-1.53367951e-06,-1.53367951e-06,+3.69247973e-01,+2.08393056e+01,
+4.00000000e-02,+0.00000000e+00,-3.23892840e-04,+3.44491189e-06,-5.70988993e-03,-3.14660578e-05,+2.01719377e-01,-8.02462870e-04,+9.77740958e-08,+1.80625932e-05,+4.00937691e-06,+1.06074493e-03,+1.50435724e+00,+1.95096898e+00,-2.10097619e-03,+6.31580418e-06,+2.11360780e-03,+3.38766808e-02,+3.90461421e-02,+3.36758462e-02,+3.88495715e-02,+1.63987878e-02,+1.60654407e-02,+1.63919557e-02,+1.60585420e-02,-6.76250927e+00,+1,+3.25607371e-02,+1.91871973e+00,-4.71200710e-06,-4.71200710e-06,+4.71312665e-01,+1.49286361e+01,
+5.00000000e-02,+0.00000000e+00,-4.10173057e-04,+5.20975455e-06,-3.41320415e-03,-3.61831216e-05,+2.47354283e-01,+7.51424879e-05,+1.36549121e-07,+2.78737605e-05,+2.55096834e-06,+8.42405807e-04,+3.46094298e-02,+4.67548995e+00,-2.21506610e-03,+7.12588353e-06,+2.22931786e-03,+3.41740355e-02,+4.13625785e-02,+3.39697769e-02,+4.11601176e-02,+1.85877663e-02,+1.80885303e-02,+1.85754343e-02,+1.80760838e-02,+2.42356510e+01,+1,+5.00948667e-02,+2.39972176e+00,-1.11533141e-05,-1.11533141e-05,+4.34641164e-01,+8.80765653e+00,
+6.00000000e-02,+0.00000000e+00,-4.78531222e-04,+6.16561465e-06,-8.15685461e-04,-3.13003895e-05,+2.62869477e-01,+1.05349371e-03,+1.56745270e-07,+3.38477664e-05,+3.60252554e-09,+3.12351999e-04,-1.08079206e+00,+2.66102864e+00,-2.13272835e-03,+7.57678448e-06,+2.14788192e-03,+2.91847238e-02,+3.82670390e-02,+2.90444066e-02,+3.81255323e-02,+1.92760364e-02,+1.86044599e-02,+1.92602030e-02,+1.85885049e-02,+4.85151631e+01,+1,+7.09812623e-02,+2.88080155e+00,-2.23926204e-05,-2.23926204e-05,+2.73932991e-01,+3.87186724e+00,
+7.00000000e-02,+0.00000000e+00,-5.26256362e-04,+5.86384409e-06,+1.84489812e-03,-1.69784832e-05,+2.60108074e-01,+1.85175939e-03,+1.49467652e-07,+3.34563833e-05,-3.16830273e-06,-4.07456898e-04,-1.18131408e+00,+2.29374436e+00,-1.95231534e-03,+7.52930341e-06,+1.96737394e-03,+2.03617339e-02,+3.10510064e-02,+2.03340612e-02,+3.10195577e-02,+1.91099083e-02,+1.82680561e-02,+1.90947546e-02,+1.82528155e-02,+6.30985456e+01,+1,+9.50375631e-02,+3.36197109e+00,+4.01428374e-05,+7.07091085e-05,+2.65209449e-02,+2.82135220e-01,
+8.00000000e-02,+0.00000000e+00,-5.52191608e-04,+4.11883255e-06,+4.41658421e-03,+4.33815885e-06,+2.44854149e-01,+2.34540456e-03,+1.09342799e-07,+2.54693664e-05,-6.40252152e-06,-1.18535682e-03,-1.22804254e+00,+2.18525470e+00,-1.74935243e-03,+6.93355805e-06,+1.76321955e-03,+9.42794082e-03,+2.14009677e-02,+9.54203876e-03,+2.15090876e-02,+1.86081380e-02,+1.76032496e-02,+1.85986645e-02,+1.75937612e-02,+6.80982052e+01,+1,+1.22096904e-01,+3.84324079e+00,+6.62562402e-05,+1.32512480e-04,-2.64473487e-01,-2.13565300e+00,
+9.00000000e-02,+0.00000000e+00,-5.56421803e-04,+9.86519506e-07,+6.78031330e-03,+2.95748624e-05,+2.18565505e-01,+2.55244595e-03,+3.59680870e-08,+9.90787219e-06,-9.16221489e-06,-1.90532974e-03,-1.27485653e+00,+2.20386207e+00,-1.56644341e-03,+5.79277820e-06,+1.57802896e-03,-1.96754626e-03,+1.09054518e-02,-1.70086335e-03,+1.11640791e-02,+1.80916564e-02,+1.69345427e-02,+1.80922679e-02,+1.69352408e-02,+6.49306995e+01,+1,+1.52008189e-01,+4.32461985e+00,+1.02695509e-04,+2.05391018e-04,-5.59616572e-01,-3.62353643e+00,
