time,Steering_input,x,y,vx,vy,ax,ay,yaw,roll,yaw_rate,roll_rate,slip_angle,long_slip,toe_in_r,toe_in_avg,toe_in_l,wlf,wlr,wrf,wrr,tiredef_rf,tiredef_rr,tiredef_lf,tiredef_lr,sp_tor,current_gear,engine_omega,engine_torque,tc_inp_tor,tc_out_tor,tc_out_omg,tc_sr,
+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+8.61318092e-311,+0.00000000e+00,+0.00000000e+00,+1,+0.00000000e+00,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+0.00000000e+00,-0.00000000e+00,
+1.00000000e-02,+0.00000000e+00,-3.72049489e-05,-5.78146398e-08,-5.47357856e-03,+9.47033092e-07,-4.25221295e-01,+8.78779137e-05,+2.04361683e-08,-2.79494976e-07,-1.72461986e-07,-4.89693868e-05,+1.30648627e+00,-9.21334781e-01,-3.27022899e-04,+4.61183991e-06,+3.36246579e-04,+5.55306787e-03,+5.55175256e-03,+5.55095023e-03,+5.55176373e-03,+0.00000000e+00,+0.00000000e+00,+8.61318092e-311,+0.00000000e+00,+2.88730798e+00,+1,+1.49538177e-03,+3.40023700e-01,+9.93851840e-09,+1.98770368e-08,-1.85487391e-02,-1.19789917e+01,
+2.00000000e-02,+0.00000000e+00,-1.23431601e-04,+2.23795567e-07,-7.59439769e-03,-6.88426123e-06,-6.64842888e-02,-1.19592519e-03,+2.68509293e-08,+1.13408413e-06,+1.81943473e-06,+4.22929269e-04,+1.33857003e+00,-7.59895795e-01,-1.05829671e-03,+4.76837730e-06,+1.06783346e-03,+1.70149398e-02,+1.82070577e-02,+1.69798302e-02,+1.81768376e-02,+5.92642277e-03,+5.85278344e-03,+5.92638516e-03,+5.85280544e-03,-5.23951892e+01,+1,+5.96606345e-03,+6.83489676e-01,-1.58195169e-07,-1.58195169e-07,+1.61768002e-01,+2.91071924e+01,
+3.00000000e-02,+0.00000000e+00,-2.25009819e-04,+1.54994561e-06,-7.31024059e-03,-2.01174070e-05,+1.06272613e-01,-1.29098301e-03,+5.60186789e-08,+7.98569378e-06,+3.70194246e-06,+9.05391313e-04,+1.38614158e+00,-3.38069125e-01,-1.71076656e-03,+5.41989408e-06,+1.72160634e-03,+2.77504365e-02,+3.08723279e-02,+2.76202976e-02,+3.07480644e-02,+1.21667126e-02,+1.19807968e-02,+1.21645869e-02,+1.19786708e-02,-3.67135982e+01,+1,+1.32803501e-02,+1.02697157e+00,-7.83856443e-07,-7.83856443e-07,+3.69236043e-01,+2.97641921e+01,
+4.00000000e-02,+0.00000000e+00,-3.23891857e-04,+3.46631464e-06,-5.70979932e-03,-3.16716700e-05,+2.01726458e-01,-8.13316181e-04,+9.82410380e-08,+1.81747216e-05,+4.04054983e-06,+1.06874535e-03,+1.50436321e+00,+1.95118428e+00,-2.10096597e-03,+6.32613962e-06,+2.11361825e-03,+3.38791303e-02,+3.90485806e-02,+3.36770731e-02,+3.88507928e-02,+1.63988082e-02,+1.60654618e-02,+1.63919349e-02,+1.60585214e-02,-6.75990247e+00,+1,+2.32834462e-02,+1.37047828e+00,-2.40941718e-06,-2.40941718e-06,+4.71289049e-01,+2.11670780e+01,
+5.00000000e-02,+0.00000000e+00,-4.10170589e-04,+5.24969469e-06,-3.41302687e-03,-3.65241109e-05,+2.47364745e-01,+6.11982830e-05,+1.37418719e-07,+2.80849904e-05,+2.59333404e-06,+8.54296888e-04,+3.47045456e-02,+4.67538825e+00,-2.21504704e-03,+7.14522905e-06,+2.22933750e-03,+3.41775481e-02,+4.13660636e-02,+3.39713355e-02,+4.11616568e-02,+1.85878074e-02,+1.80885730e-02,+1.85753928e-02,+1.80760429e-02,+2.42392355e+01,+1,+3.58207822e-02,+1.71401806e+00,-5.70279305e-06,-5.70279305e-06,+4.34601224e-01,+1.24046476e+01,
+6.00000000e-02,+0.00000000e+00,-4.78526127e-04,+6.23146598e-06,-8.15387111e-04,-3.18144203e-05,+2.62883326e-01,+1.03624505e-03,+1.58160735e-07,+3.41994793e-05,+5.87978878e-08,+3.28601939e-04,-1.08076474e+00,+2.66104094e+00,-2.13269713e-03,+7.60858470e-06,+2.14791430e-03,+2.91893381e-02,+3.82716059e-02,+2.90462129e-02,+3.81273013e-02,+1.92761065e-02,+1.86045331e-02,+1.92601325e-02,+1.85884359e-02,+4.85197360e+01,+1,+5.07462093e-02,+2.05759812e+00,-1.14452345e-05,-1.14452345e-05,+2.73872159e-01,+5.42555610e+00,
+7.00000000e-02,+0.00000000e+00,-5.26247126e-04,+5.96346482e-06,+1.84535287e-03,-1.76994131e-05,+2.60125446e-01,+1.83214000e-03,+1.51593449e-07,+3.39939552e-05,-3.10367888e-06,-3.86513840e-04,-1.18129214e+00,+2.29376515e+00,-1.95226841e-03,+7.57720487e-06,+1.96742282e-03,+2.03674402e-02,+3.10566447e-02,+2.03359734e-02,+3.10214078e-02,+1.91100149e-02,+1.82681680e-02,+1.90946473e-02,+1.82527109e-02,+6.31040471e+01,+1,+6.79260510e-02,+2.40122458e+00,+2.05064374e-05,+3.34019957e-05,+2.64344705e-02,+3.92621539e-01,
+8.00000000e-02,+0.00000000e+00,-5.52176352e-04,+4.26030871e-06,+4.41722890e-03,+3.37997354e-06,+2.44874700e-01,+2.32310608e-03,+1.12321334e-07,+2.62408729e-05,-6.33198877e-06,-1.15951301e-03,-1.22801866e+00,+2.18527360e+00,-1.74928599e-03,+7.00145815e-06,+1.76328890e-03,+9.43465118e-03,+2.14075862e-02,+9.54385059e-03,+2.15108127e-02,+1.86082876e-02,+1.76034074e-02,+1.85985132e-02,+1.75936144e-02,+6.81045445e+01,+1,+8.72397303e-02,+2.74490256e+00,+3.38256469e-05,+6.76512938e-05,-2.64591072e-01,-2.98002052e+00,
+9.00000000e-02,+0.00000000e+00,-5.56398327e-04,+1.17792040e-06,+6.78117763e-03,+2.83515655e-05,+2.18588870e-01,+2.52807437e-03,+3.99140345e-08,+1.09628834e-05,-9.09150864e-06,-1.87449061e-03,-1.27482781e+00,+2.20385175e+00,-1.56635335e-03,+5.88485641e-06,+1.57812307e-03,-1.95991861e-03,+1.09129492e-02,-1.69933694e-03,+1.11654961e-02,+1.80918543e-02,+1.69347522e-02,+1.80920665e-02,+1.69350462e-02,+6.49377322e+01,+1,+1.08579707e-01,+3.08863648e+00,+5.23980122e-05,+1.04796024e-04,-5.59769601e-01,-5.05091815e+00,
+1.00000000e-01,+0.00000000e+00,-5.40247493e-04,-3.03372304e-06,+8.82499083e-03,+5.45849024e-05,+1.81278024e-01,+2.52538125e-03,-6.08788517e-08,-1.07881117e-05,-1.09630317e-05,-2.44248097e-03,-1.34227572e+00,+0.00000000e+00,-1.41955418e-03,+4.26773829e-06,+1.42808966e-03,-1.24302854e-02,+9.09649796e-04,-1.20237661e-02,+1.30806099e-03,+1.77052036e-02,+1.64084371e-02,+1.77182007e-02,+1.64216336e-02,+5.55348236e+01,+1,+1.31848924e-01,+3.43243026e+00,+7.72628389e-05,+1.54525678e-04,-8.27286681e-01,-6.14219652e+00,
+1.10000000e-01,+0.00000000e+00,-5.06420212e-04,-7.98776465e-06,+1.04370937e-02,+7.95765955e-05,+1.33463652e-01,+2.24387806e-03,-1.88784826e-07,-3.72174417e-05,-1.25533860e-05,-2.80425026e-03,-1.44421099e+00,-1.90313643e+00,-1.30904677e-03,+2.22933013e-06,+1.31350543e-03,-2.09953564e-02,-7.41618594e-03,-2.04686622e-02,-6.90044032e-03,+1.74742721e-02,+1.60513149e-02,+1.75008285e-02,+1.60782396e-02,+4.19321429e+01,+1,+1.56959047e-01,+3.77628749e+00,+1.09493966e-04,+2.18987932e-04,-1.04366204e+00,-6.51499943e+00,
+1.20000000e-01,+0.00000000e+00,-4.58937197e-04,-1.32360290e-05,+1.15361971e-02,+1.01053461e-04,+8.03630590e-02,+1.84567588e-03,-3.20686732e-07,-6.61195476e-05,-1.07028907e-05,-2.93689627e-03,-1.55765325e+00,-1.95460415e+00,-1.22798215e-03,-1.10364693e-07,+1.22776142e-03,-2.70945108e-02,-1.33670742e-02,-2.64808122e-02,-1.27576177e-02,+1.73653805e-02,+1.58312971e-02,+1.74043558e-02,+1.58707849e-02,+2.65793078e+01,+1,+1.83828333e-01,+4.12021170e+00,+1.50190471e-04,+3.00380942e-04,-1.19549462e+00,-6.38533056e+00,
+1.30000000e-01,+0.00000000e+00,-4.02553810e-04,-1.83289879e-05,+1.20952686e-02,+1.17952856e-04,+2.68219470e-02,+1.35235554e-03,-4.39256786e-07,-9.52134059e-05,-8.11586573e-06,-2.84717768e-03,-1.39747322e+00,-1.94980518e+00,-1.16820746e-03,-2.60144860e-06,+1.16300456e-03,-3.05150984e-02,-1.67868900e-02,-2.98541741e-02,-1.61258721e-02,+1.73279794e-02,+1.56969525e-02,+1.73767518e-02,+1.57463588e-02,+1.13537543e+01,+1,+2.12379594e-01,+4.46420645e+00,+2.00467076e-04,+4.00934152e-04,-1.27951351e+00,-5.93172641e+00,
+1.40000000e-01,+0.00000000e+00,-3.42209018e-04,-2.28675370e-05,+1.21309136e-02,+1.29566536e-04,-2.32192046e-02,+8.13415764e-04,-5.33301922e-07,-1.22410286e-04,-4.19015474e-06,-2.56463038e-03,-1.24892342e+00,-1.91298298e+00,-1.12305914e-03,-5.08067003e-06,+1.11289780e-03,-3.13767701e-02,-1.77906575e-02,-3.07126801e-02,-1.71223703e-02,+1.73184123e-02,+1.56025812e-02,+1.73734695e-02,+1.56583878e-02,-2.50610876e+00,+1,+2.42538608e-01,+4.80827537e+00,+2.61444340e-04,+5.22888680e-04,-1.29915920e+00,-5.28999364e+00,
+1.50000000e-01,+0.00000000e+00,-2.82557804e-04,-2.65356184e-05,+1.16950131e-02,+1.35659741e-04,-6.66344940e-02,+2.63206527e-04,-5.88143574e-07,-1.45984082e-04,+9.87494199e-07,-2.13092592e-03,-1.13230366e+00,-1.84172751e+00,-1.08819169e-03,-7.38873031e-06,+1.07341423e-03,-3.00098733e-02,-1.66948702e-02,-2.93849864e-02,-1.60618686e-02,+1.73085398e-02,+1.55173852e-02,+1.73660724e-02,+1.55757585e-02,-1.42320311e+01,+1,+2.74233101e-01,+5.15242211e+00,+3.34239082e-04,+6.68478165e-04,-1.26224264e+00,-4.55960831e+00,
+1.60000000e-01,+0.00000000e+00,-2.27609491e-04,-2.91149901e-05,+1.08658061e-02,+1.36279012e-04,-1.01252704e-01,-2.79620243e-04,-5.92323915e-07,-1.64658468e-04,+6.82298074e-06,-1.59337761e-03,-1.04349172e+00,-1.72885677e+00,-1.06132326e-03,-9.38600623e-06,+1.04255124e-03,-2.68682785e-02,-1.39378134e-02,-2.63199003e-02,-1.33786405e-02,+1.72851674e-02,+1.54257083e-02,+1.73415577e-02,+1.54829926e-02,-2.34054402e+01,+1,+3.07392207e-01,+5.49665032e+00,+4.19955417e-04,+8.39910834e-04,-1.17916520e+00,-3.81108985e+00,
+1.70000000e-01,+0.00000000e+00,-1.80480767e-04,-3.04898765e-05,+9.73785839e-03,+1.31598176e-04,-1.25934963e-01,-8.03306970e-04,-5.39712637e-07,-1.77637748e-04,+1.28893348e-05,-1.00007420e-03,-9.58462171e-01,-1.56504931e+00,-1.04157446e-03,-1.09643473e-05,+1.01964576e-03,-2.24649960e-02,-1.00184512e-02,-2.20225509e-02,-9.56338138e-03,+1.72455340e-02,+1.53231407e-02,+1.72976970e-02,+1.53762027e-02,-2.98782692e+01,+1,+3.41946241e-01,+5.84096360e+00,+5.19676586e-04,+1.03935317e-03,-1.06156395e+00,-3.09250698e+00,
+1.80000000e-01,+0.00000000e+00,-1.43268749e-04,-3.06430020e-05,+8.41201085e-03,+1.21925000e-04,-1.40516665e-01,-1.29148868e-03,-4.28076578e-07,-1.84593357e-04,+1.87163239e-05,-3.95760024e-04,-8.13768215e-01,-1.33905761e+00,-1.02880423e-03,-1.20534314e-05,+1.00469737e-03,-1.73208368e-02,-5.44290918e-03,-1.70035291e-02,-5.11204983e-03,+1.71923010e-02,+1.52117774e-02,+1.72378761e-02,+1.52581916e-02,-3.37141962e+01,+1,+3.77826706e-01,+6.18536542e+00,+6.34457866e-04,+1.26891573e-03,-9.21251009e-01,-2.43469209e+00,
