time,Steering_input,x,y,vx,vy,ax,ay,yaw,roll,yaw_rate,roll_rate,slip_angle,long_slip,toe_in_r,toe_in_avg,toe_in_l,wlf,wlr,wrf,wrr,tiredef_rf,tiredef_rr,tiredef_lf,tiredef_lr,sp_tor,current_gear,engine_omega,engine_torque,tc_inp_tor,tc_out_tor,tc_out_omg,tc_sr,
+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+8.61318092e-311,+0.00000000e+00,+0.00000000e+00,+1,+0.00000000e+00,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+0.00000000e+00,-0.00000000e+00,
+1.00000000e-02,+0.00000000e+00,-3.72049494e-05,-5.80034717e-08,-5.47357853e-03,+9.51893056e-07,-4.25221309e-01,+8.88291081e-05,+2.04323008e-08,-2.80456510e-07,-1.73594277e-07,-4.92555736e-05,+1.30648611e+00,-9.21335961e-01,-3.27022986e-04,+4.61175275e-06,+3.36246491e-04,+5.55298647e-03,+5.55167115e-03,+5.55086874e-03,+5.55168225e-03,+0.00000000e+00,+0.00000000e+00,+8.61318092e-311,+0.00000000e+00,+2.88718988e+00,+1,+1.79473721e-03,+4.08028784e-01,+1.43159184e-08,+2.86318368e-08,-1.85482806e-02,-1.00320485e+01,
+2.00000000e-02,+0.00000000e+00,-1.23431620e-04,+2.22335471e-07,-7.59440194e-03,-6.86240952e-06,-6.64850371e-02,-1.19331353e-03,+2.68203480e-08,+1.12657668e-06,+1.81492810e-06,+4.21829641e-04,+1.33856960e+00,-7.59899292e-01,-1.05829738e-03,+4.76769798e-06,+1.06783278e-03,+1.70145974e-02,+1.82067157e-02,+1.69795895e-02,+1.81765961e-02,+5.92642181e-03,+5.85278246e-03,+5.92638614e-03,+5.85280642e-03,-5.23956361e+01,+1,+7.15808508e-03,+8.20190366e-01,-2.27725253e-07,-2.27725253e-07,+1.61770290e-01,+2.39522479e+01,
+3.00000000e-02,+0.00000000e+00,-2.25009960e-04,+1.54522577e-06,-7.31025863e-03,-2.00636941e-05,+1.06270649e-01,-1.28720201e-03,+5.59167507e-08,+7.96119365e-06,+3.69236377e-06,+9.03029977e-04,+1.38614050e+00,-3.38080909e-01,-1.71076879e-03,+5.41764535e-06,+1.72160408e-03,+2.77496957e-02,+3.08715892e-02,+2.76198709e-02,+3.07476374e-02,+1.21667087e-02,+1.19807928e-02,+1.21645909e-02,+1.19786748e-02,-3.67144340e+01,+1,+1.59283008e-02,+1.23237508e+00,-1.12760341e-06,-1.12760341e-06,+3.69242008e-01,+2.45146315e+01,
+4.00000000e-02,+0.00000000e+00,-3.23892349e-04,+3.45561331e-06,-5.70984463e-03,-3.15688632e-05,+2.01722908e-01,-8.07825597e-04,+9.80075725e-08,+1.81186576e-05,+4.02495444e-06,+1.06474517e-03,+1.50436022e+00,+1.95107664e+00,-2.10097108e-03,+6.32097254e-06,+2.11361302e-03,+3.38779057e-02,+3.90473614e-02,+3.36764597e-02,+3.88501822e-02,+1.63987980e-02,+1.60654513e-02,+1.63919453e-02,+1.60585317e-02,-6.76120566e+00,+1,+2.79220594e-02,+1.64459542e+00,-3.46507291e-06,-3.46507291e-06,+4.71300859e-01,+1.75086797e+01,
+5.00000000e-02,+0.00000000e+00,-4.10171823e-04,+5.22972474e-06,-3.41311551e-03,-3.63536208e-05,+2.47359482e-01,+6.81103320e-05,+1.36983926e-07,+2.79793761e-05,+2.57215195e-06,+8.48351409e-04,+3.46569893e-02,+4.67543911e+00,-2.21505657e-03,+7.13555661e-06,+2.22932768e-03,+3.41757921e-02,+4.13643213e-02,+3.39705564e-02,+4.11608874e-02,+1.85877869e-02,+1.80885516e-02,+1.85754136e-02,+1.80760633e-02,+2.42374436e+01,+1,+4.29577471e-02,+2.05686302e+00,-8.20163572e-06,-8.20163572e-06,+4.34621199e-01,+1.03010941e+01,
+6.00000000e-02,+0.00000000e+00,-4.78528675e-04,+6.19854061e-06,-8.15536268e-04,-3.15574045e-05,+2.62876471e-01,+1.04502494e-03,+1.57453002e-07,+3.40236244e-05,+3.12152227e-08,+3.20477082e-04,-1.08077839e+00,+2.66103481e+00,-2.13271274e-03,+7.59268345e-06,+2.14789811e-03,+2.91870313e-02,+3.82693229e-02,+2.90453103e-02,+3.81264173e-02,+1.92760714e-02,+1.86044965e-02,+1.92601677e-02,+1.85884704e-02,+4.85174501e+01,+1,+6.08635781e-02,+2.46918811e+00,-1.64638895e-05,-1.64638895e-05,+2.73902587e-01,+4.51879908e+00,
+7.00000000e-02,+0.00000000e+00,-5.26251744e-04,+5.91365506e-06,+1.84512553e-03,-1.73389561e-05,+2.60116756e-01,+1.84188560e-03,+1.50530545e-07,+3.37251725e-05,-3.13600286e-06,-3.96985132e-04,-1.18130311e+00,+2.29375475e+00,-1.95229188e-03,+7.55325200e-06,+1.96739838e-03,+2.03645869e-02,+3.10538254e-02,+2.03350172e-02,+3.10204826e-02,+1.91099616e-02,+1.82681120e-02,+1.90947010e-02,+1.82527632e-02,+6.31012955e+01,+1,+8.14815292e-02,+2.88157950e+00,+2.95077316e-05,+5.03439781e-05,+2.64777012e-02,+3.28226355e-01,
+8.00000000e-02,+0.00000000e+00,-5.52183979e-04,+4.18957184e-06,+4.41690657e-03,+3.85905350e-06,+2.44864405e-01,+2.33421910e-03,+1.10832071e-07,+2.58551261e-05,-6.36724588e-06,-1.17243449e-03,-1.22803059e+00,+2.18526404e+00,-1.74931921e-03,+6.96750678e-06,+1.76325422e-03,+9.43129397e-03,+2.14042750e-02,+9.54294264e-03,+2.15099481e-02,+1.86082128e-02,+1.76033285e-02,+1.85985889e-02,+1.75936878e-02,+6.81013716e+01,+1,+1.04667864e-01,+3.29404473e+00,+4.86904966e-05,+9.73809931e-05,-2.64532337e-01,-2.48827626e+00,
+9.00000000e-02,+0.00000000e+00,-5.56410065e-04,+1.08222221e-06,+6.78074539e-03,+2.89631994e-05,+2.18577188e-01,+2.54040628e-03,+3.79410948e-08,+1.04353899e-05,-9.12685329e-06,-1.88990945e-03,-1.27484216e+00,+2.20385636e+00,-1.56639838e-03,+5.83881865e-06,+1.57807602e-03,-1.96373705e-03,+1.09091959e-02,-1.70010495e-03,+1.11647828e-02,+1.80917554e-02,+1.69346474e-02,+1.80921672e-02,+1.69351435e-02,+6.49342091e+01,+1,+1.30293247e-01,+3.70659039e+00,+7.54503571e-05,+1.50900714e-04,-5.59693217e-01,-4.21992726e+00,
