time,Steering_input,x,y,vx,vy,ax,ay,yaw,roll,pitch,yaw_rate,roll_rate,pitch_rate,slip_angle,long_slip,toe_in_r,toe_in_avg,toe_in_l,wlf,wlr,wrf,wrr,tiredef_rf,tiredef_rr,tiredef_lf,tiredef_lr,sp_tor,current_gear,engine_omega,engine_torque,tc_inp_tor,tc_out_tor,tc_out_omg,tc_sr,
+2.53000000e+00,+0.00000000e+00,+2.93714960e+00,+2.20796373e-02,+4.78993835e+00,+1.25121909e-02,+1.23540641e+00,-1.04934932e-02,+5.97614213e-03,-1.50453004e-02,-1.38272711e-02,+6.56119003e-03,+5.96450519e-02,+6.34837306e-02,-2.14268028e-02,+3.15327718e-03,-1.47424004e-02,-3.13286510e-03,+8.47667017e-03,+1.04054341e+01,+1.04472186e+01,+1.04042536e+01,+1.04511887e+01,+1.45779221e-02,+1.50056017e-02,+1.56001528e-02,+1.59069537e-02,+4.29841006e+02,+1,+2.70048837e+02,+1.83389087e+02,+9.36621617e+01,+9.60080355e+01,+2.58778534e+02,+9.58256465e-01,
+2.54000000e+00,+0.00000000e+00,+2.98498069e+00,+2.26002530e-02,+4.80214871e+00,+1.21016887e-02,+1.19377360e+00,-1.11685625e-02,+6.03122264e-03,-1.44533639e-02,-1.31943634e-02,+6.31840412e-03,+5.88574392e-02,+6.28824173e-02,-2.09322585e-02,+3.34018391e-03,-1.42672883e-02,-2.96527960e-03,+8.33672907e-03,+1.04352010e+01,+1.04757057e+01,+1.04337691e+01,+1.04792166e+01,+1.46821833e-02,+1.49818803e-02,+1.56372959e-02,+1.58161926e-02,+4.16894447e+02,+1,+2.70120314e+02,+1.80083619e+02,+9.09393390e+01,+9.30815235e+01,+2.59517615e+02,+9.60739680e-01,
+2.55000000e+00,+0.00000000e+00,+3.03293296e+00,+2.31191374e-02,+4.81395647e+00,+1.16978107e-02,+1.15545603e+00,-1.18185899e-02,+6.08428098e-03,-1.38703515e-02,-1.25687609e-02,+6.06250610e-03,+5.78517474e-02,+6.20420019e-02,-2.04175989e-02,+3.47198317e-03,-1.38047981e-02,-2.80390138e-03,+8.19699530e-03,+1.04637614e+01,+1.05028565e+01,+1.04621024e+01,+1.05059214e+01,+1.47789479e-02,+1.49620761e-02,+1.56713719e-02,+1.57340738e-02,+4.04948187e+02,+1,+2.70186566e+02,+1.77007177e+02,+8.84026288e+01,+9.03569549e+01,+2.60233627e+02,+9.63154828e-01,
+2.56000000e+00,+0.00000000e+00,+3.08100303e+00,+2.36357844e-02,+4.82539125e+00,+1.13016023e-02,+1.11979335e+00,-1.24485586e-02,+6.13521602e-03,-1.32983633e-02,-1.19527061e-02,+5.79631068e-03,+5.66448535e-02,+6.09921197e-02,-1.98876615e-02,+3.55380652e-03,-1.33560507e-02,-2.64905575e-03,+8.05793921e-03,+1.04911990e+01,+1.05287705e+01,+1.04893290e+01,+1.05314095e+01,+1.48680619e-02,+1.49459016e-02,+1.57023628e-02,+1.56604456e-02,+3.93816829e+02,+1,+2.70247997e+02,+1.74142058e+02,+8.60333900e+01,+8.78139971e+01,+2.60927882e+02,+9.65505503e-01,
+2.57000000e+00,+0.00000000e+00,+3.12918772e+00,+2.41497272e-02,+4.83647688e+00,+1.09138576e-02,+1.08627458e+00,-1.30623025e-02,+6.18394572e-03,-1.27393183e-02,-1.13481354e-02,+5.52256777e-03,+5.52560274e-02,+5.97639473e-02,-1.93474695e-02,+3.59274645e-03,-1.29219392e-02,-2.50098207e-03,+7.91997508e-03,+1.05176044e+01,+1.05535623e+01,+1.05155339e+01,+1.05557941e+01,+1.49495868e-02,+1.49330116e-02,+1.57303720e-02,+1.55950005e-02,+3.83355662e+02,+1,+2.70305012e+02,+1.71470616e+02,+8.38144797e+01,+8.54339775e+01,+2.61601884e+02,+9.67795983e-01,
+2.58000000e+00,+0.00000000e+00,+3.17763927e+00,+2.45825504e-02,+4.87603835e+00,+1.14601316e-02,+5.88026156e+00,+2.79089147e-02,+6.22945495e-03,-1.25851131e-02,-1.10637080e-02,+4.50120394e-03,-5.28984718e-03,+8.31435897e-03,-1.39643180e-02,+3.80066671e-01,-1.26865173e-02,-2.44095399e-03,+7.80460930e-03,+1.45924239e+01,+1.46276975e+01,+1.46361032e+01,+1.46670758e+01,+1.48890987e-02,+1.49872484e-02,+1.57118099e-02,+1.56748017e-02,+1.61200607e+03,+2,+2.69185774e+02,+2.19896401e+02,+2.93173771e+02,+3.65743417e+02,+1.83134780e+02,+6.80334880e-01,
+2.59000000e+00,+0.00000000e+00,+3.22671320e+00,+2.49712830e-02,+4.93823959e+00,+1.17443221e-02,+6.53451693e+00,-8.02505852e-03,+6.27141701e-03,-1.26899809e-02,-1.10743965e-02,+3.81127050e-03,-1.58036959e-02,-1.07248023e-02,-1.27577339e-02,+3.37602952e-01,-1.25697882e-02,-2.42123251e-03,+7.72732322e-03,+1.42823875e+01,+1.42835922e+01,+1.44306913e+01,+1.44113426e+01,+1.45590840e-02,+1.52409412e-02,+1.56244017e-02,+1.61887702e-02,+1.74085973e+03,+2,+2.68038992e+02,+2.71870588e+02,+2.92010230e+02,+3.67952667e+02,+1.79950877e+02,+6.71380194e-01,
+2.60000000e+00,+0.00000000e+00,+3.27648140e+00,+2.53446090e-02,+5.00629105e+00,+1.18117586e-02,+7.05739020e+00,-3.31577132e-02,+6.30741080e-03,-1.29056617e-02,-1.12804430e-02,+2.81880489e-03,-2.72546591e-02,-3.04567230e-02,-1.08912615e-02,+2.88940435e-01,-1.25287677e-02,-2.42139518e-03,+7.68597731e-03,+1.39170334e+01,+1.38410479e+01,+1.42190713e+01,+1.40918167e+01,+1.40899092e-02,+1.56094221e-02,+1.54853274e-02,+1.69186855e-02,+1.84093342e+03,+2,+2.67283000e+02,+3.05926701e+02,+2.92237196e+02,+3.73385065e+02,+1.76077104e+02,+6.58801358e-01,
+2.61000000e+00,+0.00000000e+00,+3.32699604e+00,+2.57000355e-02,+5.07895213e+00,+1.17702256e-02,+7.46096212e+00,-4.99005591e-02,+6.33489320e-03,-1.32361886e-02,-1.16813202e-02,+1.60808112e-03,-3.86673608e-02,-4.94803194e-02,-8.82529617e-03,+2.35653205e-01,-1.25859431e-02,-2.45179500e-03,+7.68235308e-03,+1.35138948e+01,+1.33261753e+01,+1.40190362e+01,+1.37167701e+01,+1.35644069e-02,+1.60166136e-02,+1.53063627e-02,+1.76943964e-02,+1.91809657e+03,+2,+2.66775767e+02,+3.28606120e+02,+2.93391555e+02,+3.81062477e+02,+1.71710007e+02,+6.43700836e-01,
+2.62000000e+00,+0.00000000e+00,+3.37829465e+00,+2.60373088e-02,+5.15497902e+00,+1.16863685e-02,+7.72398981e+00,-6.20510898e-02,+6.35237122e-03,-1.36780497e-02,-1.22648818e-02,+3.34682886e-04,-4.94750867e-02,-6.68361351e-02,-6.84388886e-03,+1.78656100e-01,-1.27503722e-02,-2.51665267e-03,+7.71706689e-03,+1.30865759e+01,+1.27798102e+01,+1.38368532e+01,+1.32892134e+01,+1.30319362e-02,+1.64137692e-02,+1.51024195e-02,+1.84237780e-02,+1.97307554e+03,+2,+2.66426871e+02,+3.44070638e+02,+2.95149747e+02,+3.90243217e+02,+1.67033631e+02,+6.27009145e-01,
+2.63000000e+00,+0.00000000e+00,+3.43039768e+00,+2.63573061e-02,+5.23239667e+00,+1.15873388e-02,+7.71599485e+00,-6.83509225e-02,+6.36092691e-03,-1.42231607e-02,-1.30100925e-02,-5.97132585e-04,-5.92635157e-02,-8.16163612e-02,-5.05955044e-03,+1.17876713e-01,-1.30218532e-02,-2.61639215e-03,+7.78906895e-03,+1.26581468e+01,+1.22931547e+01,+1.36568968e+01,+1.28010261e+01,+1.25176305e-02,+1.67758169e-02,+1.48886963e-02,+1.90667245e-02,+1.98598734e+03,+2,+2.66179137e+02,+3.54954545e+02,+2.97221964e+02,+4.00111553e+02,+1.62313664e+02,+6.09877941e-01,
+2.64000000e+00,+0.00000000e+00,+3.48329648e+00,+2.66619395e-02,+5.30789594e+00,+1.15072522e-02,+7.34555325e+00,-6.34814338e-02,+6.36609162e-03,-1.48585386e-02,-1.38852289e-02,-7.73655848e-04,-6.74275490e-02,-9.26261371e-02,-3.51826443e-03,+5.83754319e-02,-1.33924038e-02,-2.74936184e-03,+7.89368009e-03,+1.22968345e+01,+1.19465709e+01,+1.34233190e+01,+1.23016899e+01,+1.20346645e-02,+1.70882457e-02,+1.46753866e-02,+1.96055288e-02,+1.93998129e+03,+2,+2.65997426e+02,+3.62892759e+02,+2.99274030e+02,+4.09528259e+02,+1.57974032e+02,+5.93996001e-01,
+2.65000000e+00,+0.00000000e+00,+3.53694514e+00,+2.69549704e-02,+5.37807385e+00,+1.14948748e-02,+6.67244733e+00,-4.81028503e-02,+6.37541571e-03,-1.55645912e-02,-1.48470808e-02,-1.83351056e-04,-7.32952005e-02,-9.88666698e-02,-2.30146885e-03,+1.06406202e-02,-1.38475219e-02,-2.91276729e-03,+8.02198727e-03,+1.20697962e+01,+1.17506594e+01,+1.30804953e+01,+1.19083175e+01,+1.15968720e-02,+1.73312842e-02,+1.44664278e-02,+2.00307231e-02,+1.84161166e+03,+2,+2.65861274e+02,+3.68852123e+02,+3.00998687e+02,+4.17362409e+02,+1.54436186e+02,+5.81005626e-01,
+2.66000000e+00,+0.00000000e+00,+3.59126656e+00,+2.72420267e-02,+5.44055032e+00,+1.15561283e-02,+5.83570421e+00,-3.22345344e-02,+6.39429649e-03,-1.63158888e-02,-1.58450772e-02,+7.98748496e-04,-7.64178415e-02,-9.98899542e-02,-1.59285772e-03,-1.79159730e-02,-1.43670962e-02,-3.10186276e-03,+8.16337070e-03,+1.19758869e+01,+1.16798457e+01,+1.26559818e+01,+1.17101577e+01,+1.12198344e-02,+1.74803515e-02,+1.42675880e-02,+2.03364895e-02,+1.70029472e+03,+2,+2.65759327e+02,+3.73372465e+02,+3.02188943e+02,+4.22828145e+02,+1.51978250e+02,+5.71987294e-01,
+2.67000000e+00,+0.00000000e+00,+3.64616710e+00,+2.75294276e-02,+5.49445633e+00,+1.16555678e-02,+4.97924711e+00,-1.94443956e-02,+6.42353280e-03,-1.70844306e-02,-1.68272703e-02,+1.71638532e-03,-7.67397337e-02,-9.58319709e-02,-1.59485357e-03,-2.91463174e-02,-1.49252195e-02,-3.30865763e-03,+8.30790421e-03,+1.19615374e+01,+1.17043918e+01,+1.22721339e+01,+1.16914585e+01,+1.09119146e-02,+1.75216432e-02,+1.40918609e-02,+2.05224808e-02,+1.52419646e+03,+2,+2.65685207e+02,+3.76748088e+02,+3.02769291e+02,+4.25644979e+02,+1.50678749e+02,+5.67257617e-01,
+2.68000000e+00,+0.00000000e+00,+3.70155191e+00,+2.78231186e-02,+5.54017728e+00,+1.17654199e-02,+4.21088044e+00,-1.08398802e-02,+6.45983554e-03,-1.78432739e-02,-1.77457925e-02,+2.26230237e-03,-7.45286475e-02,-8.73600017e-02,-2.34651179e-03,-2.94208497e-02,-1.54923115e-02,-3.52268807e-03,+8.44693539e-03,+1.19784065e+01,+1.17954496e+01,+1.20452072e+01,+1.17824932e+01,+1.06723619e-02,+1.74647998e-02,+1.39557613e-02,+2.05965189e-02,+1.34284852e+03,+2,+2.65634788e+02,+3.79155431e+02,+3.02771691e+02,+4.25961823e+02,+1.50454607e+02,+5.66518094e-01,
+2.69000000e+00,+0.00000000e+00,+3.75733680e+00,+2.81279566e-02,+5.57905002e+00,+1.18702365e-02,+3.61773552e+00,-6.14687389e-03,+6.49849890e-03,-1.85694544e-02,-1.85620427e-02,+2.45074460e-03,-7.03062168e-02,-7.56401435e-02,-3.63629320e-03,-2.38651689e-02,-1.60416156e-02,-3.73421193e-03,+8.57319176e-03,+1.20203769e+01,+1.19282289e+01,+1.19908551e+01,+1.19275825e+01,+1.05023708e-02,+1.73350400e-02,+1.38728616e-02,+2.05723689e-02,+1.19217202e+03,+2,+2.65604655e+02,+3.80726870e+02,+3.02306783e+02,+4.24249569e+02,+1.51103624e+02,+5.69018358e-01,
+2.70000000e+00,+0.00000000e+00,+3.81345751e+00,+2.84473068e-02,+5.61304007e+00,+1.19670909e-02,+3.22767306e+00,-3.07244058e-03,+6.53619983e-03,-1.92460012e-02,-1.92508052e-02,+2.46914193e-03,-6.47102069e-02,-6.21132613e-02,-5.17097690e-03,-1.56407148e-02,-1.65546511e-02,-3.93663668e-03,+8.68137772e-03,+1.20974414e+01,+1.20837931e+01,+1.20548320e+01,+1.20944431e+01,+1.04108951e-02,+1.71603041e-02,+1.38505135e-02,+2.04672305e-02,+1.08786984e+03,+2,+2.65591309e+02,+3.81593299e+02,+3.01532560e+02,+4.21175746e+02,+1.52349048e+02,+5.73725973e-01,
+2.71000000e+00,+0.00000000e+00,+3.86987257e+00,+2.87832285e-02,+5.64406177e+00,+1.20641440e-02,+3.01310037e+00,-1.91866452e-04,+6.57157538e-03,-1.98620856e-02,-1.98007876e-02,+2.45467598e-03,-5.83074498e-02,-4.80797040e-02,-6.77007190e-03,-6.70858520e-03,-1.70206541e-02,-4.12613817e-03,+8.76837780e-03,+1.22084651e+01,+1.22466868e+01,+1.21831628e+01,+1.22642327e+01,+1.04067814e-02,+1.69644284e-02,+1.38890085e-02,+2.03010358e-02,+1.02584629e+03,+2,+2.65591073e+02,+3.81896966e+02,+3.00597545e+02,+4.17370437e+02,+1.53929300e+02,+5.79664847e-01,
+2.72000000e+00,+0.00000000e+00,+3.92656034e+00,+2.91368382e-02,+5.67363489e+00,+1.21671145e-02,+2.92202761e+00,+2.80362144e-03,+6.60443485e-03,-2.04120110e-02,-2.02122190e-02,+2.46430744e-03,-5.15519346e-02,-3.45332416e-02,-8.36245203e-03,+1.81860569e-03,-1.74331442e-02,-4.30017747e-03,+8.83278923e-03,+1.23422422e+01,+1.24047466e+01,+1.23401162e+01,+1.24270360e+01,+1.04892308e-02,+1.67647972e-02,+1.39816900e-02,+2.00950234e-02,+9.94604750e+02,+2,+2.65600381e+02,+3.81780227e+02,+2.99614159e+02,+4.13314580e+02,+1.55641452e+02,+5.86078943e-01,
+2.73000000e+00,+0.00000000e+00,+3.98351378e+00,+2.95086012e-02,+5.70288071e+00,+1.22930920e-02,+2.94045873e+00,+6.18346027e-03,+6.63518415e-03,-2.08940402e-02,-2.04935720e-02,+2.52740399e-03,-4.47899510e-02,-2.21668350e-02,-9.90743301e-03,+9.05175739e-03,-1.77875652e-02,-4.45665022e-03,+8.87426479e-03,+1.24867738e+01,+1.25520444e+01,+1.25022888e+01,+1.25745302e+01,+1.06452198e-02,+1.65728221e-02,+1.41157983e-02,+1.98689137e-02,+9.91939923e+02,+2,+2.65616072e+02,+3.81371801e+02,+2.98660198e+02,+4.09344104e+02,+1.57340017e+02,+5.92427526e-01,
+2.74000000e+00,+0.00000000e+00,+4.04073713e+00,+2.98985101e-02,+5.73258985e+00,+1.24376008e-02,+3.00666424e+00,+9.22903919e-03,+6.66441662e-03,-2.13095853e-02,-2.06593091e-02,+2.62265516e-03,-3.82896091e-02,-1.14412195e-02,-1.13748099e-02,+1.48426879e-02,-1.80817133e-02,-4.59393882e-03,+8.89383563e-03,+1.26266529e+01,+1.26846545e+01,+1.26556051e+01,+1.27065813e+01,+1.08541302e-02,+1.63959856e-02,+1.42765575e-02,+1.96396876e-02,+1.00251294e+03,+2,+2.65635463e+02,+3.80782184e+02,+2.97786541e+02,+4.05681400e+02,+1.58925167e+02,+5.98340842e-01,
+2.75000000e+00,+0.00000000e+00,+4.09824062e+00,+3.03061815e-02,+5.76312775e+00,+1.26019765e-02,+3.09972664e+00,+1.19495929e-02,+6.69270201e-03,-2.16620954e-02,-2.07267500e-02,+2.74568560e-03,-3.22038884e-02,-2.51501934e-03,-1.27389370e-02,+1.90893492e-02,-1.83149723e-02,-4.71091710e-03,+8.89313814e-03,+1.27561155e+01,+1.28013343e+01,+1.27934969e+01,+1.28225980e+01,+1.10912536e-02,+1.62382750e-02,+1.44479055e-02,+1.94202082e-02,+1.02089378e+03,+2,+2.65656493e+02,+3.80098624e+02,+2.97011392e+02,+4.02411784e+02,+1.60354599e+02,+6.03664384e-01,
+2.76000000e+00,+0.00000000e+00,+4.15603726e+00,+3.07310198e-02,+5.79464838e+00,+1.27829477e-02,+3.19831836e+00,+1.41520244e-02,+6.72058567e-03,-2.19561993e-02,-2.07140346e-02,+2.88558998e-03,-2.66154973e-02,+4.60670022e-03,-1.39615658e-02,+2.18718607e-02,-1.84888468e-02,-4.80722668e-03,+8.87439346e-03,+1.28713870e+01,+1.29027539e+01,+1.29133573e+01,+1.29237059e+01,+1.13332880e-02,+1.61017818e-02,+1.46151164e-02,+1.92191685e-02,+1.04182186e+03,+2,+2.65677687e+02,+3.79384769e+02,+2.96338220e+02,+3.99557128e+02,+1.61613738e+02,+6.08346765e-01,
+2.77000000e+00,+0.00000000e+00,+4.21414053e+00,+3.11723071e-02,+5.82712280e+00,+1.29755390e-02,+3.28729874e+00,+1.58178625e-02,+6.74852662e-03,-2.21970267e-02,-2.06386612e-02,+3.03296196e-03,-2.15452770e-02,+1.00495569e-02,-1.50093289e-02,+2.33791407e-02,-1.86071229e-02,-4.88334920e-03,+8.84042448e-03,+1.29715638e+01,+1.29909483e+01,+1.30155085e+01,+1.30119391e+01,+1.15618933e-02,+1.59870700e-02,+1.47669795e-02,+1.90412377e-02,+1.06139453e+03,+2,+2.65698086e+02,+3.78683647e+02,+2.95758322e+02,+3.97087016e+02,+1.62711534e+02,+6.12424000e-01,
+2.78000000e+00,+0.00000000e+00,+4.27256260e+00,+3.16292841e-02,+5.86040210e+00,+1.31744633e-02,+3.35752071e+00,+1.70217638e-02,+6.77688886e-03,-2.23896791e-02,-2.05164091e-02,+3.18109919e-03,-1.69703523e-02,+1.40241681e-02,-1.58617406e-02,+2.38592866e-02,-1.86754654e-02,-4.94051332e-03,+8.79443879e-03,+1.30578971e+01,+1.30686130e+01,+1.31020994e+01,+1.30898021e+01,+1.17651004e-02,+1.58934034e-02,+1.48964458e-02,+1.88876866e-02,+1.07714234e+03,+2,+2.65717152e+02,+3.78020796e+02,+2.95255748e+02,+3.94939359e+02,+1.63671861e+02,+6.15987249e-01,
+2.79000000e+00,+0.00000000e+00,+4.33131328e+00,+3.21012101e-02,+5.89427211e+00,+1.33749720e-02,+3.40474411e+00,+1.78812225e-02,+6.80594596e-03,-2.25388828e-02,-2.03607039e-02,+3.32577605e-03,-1.28417897e-02,+1.67843533e-02,-1.65146087e-02,+2.35804725e-02,-1.87007237e-02,-4.98048469e-03,+8.73975434e-03,+1.31329311e+01,+1.31386007e+01,+1.31762780e+01,+1.31599366e+01,+1.19371574e-02,+1.58190013e-02,+1.50004079e-02,+1.87572665e-02,+1.08780268e+03,+2,+2.65734680e+02,+3.77407871e+02,+2.94811313e+02,+3.93037265e+02,+1.64526172e+02,+6.19155400e-01,
+2.80000000e+00,+0.00000000e+00,+4.39039958e+00,+3.25873991e-02,+5.92849664e+00,+1.35732618e-02,+3.42848678e+00,+1.85139646e-02,+6.83589112e-03,-2.26488066e-02,-2.01823641e-02,+3.46467571e-03,-9.09952156e-03,+1.85928926e-02,-1.69790983e-02,+2.28013769e-02,-1.86901514e-02,-5.00530867e-03,+8.67953401e-03,+1.31997648e+01,+1.32035821e+01,+1.32415550e+01,+1.32248690e+01,+1.20773971e-02,+1.57613581e-02,+1.50789551e-02,+1.86471293e-02,+1.09306084e+03,+2,+2.65750700e+02,+3.76846307e+02,+2.94405598e+02,+3.91301708e+02,+1.65307818e+02,+6.22053893e-01,
+2.81000000e+00,+0.00000000e+00,+4.44982562e+00,+3.30872371e-02,+5.96284941e+00,+1.37665417e-02,+3.43093864e+00,+1.90134861e-02,+6.86684956e-03,-2.27230102e-02,-1.99896472e-02,+3.59677914e-03,-5.68364323e-03,+1.96959487e-02,-1.72778213e-02,+2.17504840e-02,-1.86507166e-02,-5.01707030e-03,+8.61657598e-03,+1.32614947e+01,+1.32658431e+01,+1.33013225e+01,+1.32868312e+01,+1.21886868e-02,+1.57175959e-02,+1.51344080e-02,+1.85536448e-02,+1.09329546e+03,+2,+2.65765388e+02,+3.76330709e+02,+2.94021030e+02,+3.89660412e+02,+1.66047939e+02,+6.24799461e-01,
+2.82000000e+00,+0.00000000e+00,+4.50959293e+00,+3.36001816e-02,+5.99713558e+00,+1.39529011e-02,+3.41596592e+00,+1.94392662e-02,+6.89889141e-03,-2.27644871e-02,-1.97885075e-02,+3.72183568e-03,-2.54191909e-03,+2.03062524e-02,-1.74397186e-02,+2.06135409e-02,-1.85886111e-02,-5.01771320e-03,+8.55318469e-03,+1.33208364e+01,+1.33271874e+01,+1.33585189e+01,+1.33476475e+01,+1.22758851e-02,+1.56847986e-02,+1.51703705e-02,+1.84730451e-02,+1.08933723e+03,+2,+2.65778999e+02,+3.75851795e+02,+2.93643176e+02,+3.88053466e+02,+1.66772783e+02,+6.27490248e-01,
+2.83000000e+00,+0.00000000e+00,+4.56970091e+00,+3.41257504e-02,+6.03120386e+00,+1.41311028e-02,+3.38822941e+00,+1.98194071e-02,+6.93204406e-03,-2.27757644e-02,-1.95829799e-02,+3.83995700e-03,+3.66194728e-04,+2.05943986e-02,-1.74952233e-02,+1.95282209e-02,-1.85089890e-02,-5.00893274e-03,+8.49112351e-03,+1.33799122e+01,+1.33889156e+01,+1.34154313e+01,+1.34086833e+01,+1.23445579e-02,+1.56602830e-02,+1.51909370e-02,+1.84018762e-02,+1.08224889e+03,+2,+2.65791812e+02,+3.75398774e+02,+2.93261360e+02,+3.86436096e+02,+1.67502306e+02,+6.30200644e-01,
+2.84000000e+00,+0.00000000e+00,+4.63014736e+00,+3.46635052e-02,+6.06495058e+00,+1.43003825e-02,+3.35245595e+00,+2.01577071e-02,+6.96630304e-03,-2.27590278e-02,-1.93756157e-02,+3.95133614e-03,+3.06840078e-03,+2.06869825e-02,-1.74725973e-02,+1.85847244e-02,-1.84159099e-02,-4.99213774e-03,+8.43163446e-03,+1.34401746e+01,+1.34518554e+01,+1.34736284e+01,+1.34708455e+01,+1.24000581e-02,+1.56417794e-02,+1.52001131e-02,+1.83372684e-02,+1.07313843e+03,+2,+2.65804082e+02,+3.74961125e+02,+2.92868714e+02,+3.84779078e+02,+1.68249819e+02,+6.32980095e-01,
+2.85000000e+00,+0.00000000e+00,+4.69092907e+00,+3.52130326e-02,+6.09831732e+00,+1.44602855e-02,+3.31289473e+00,+2.04439683e-02,+7.00164118e-03,-2.27162468e-02,-1.91679095e-02,+4.05607773e-03,+5.58051911e-03,+2.06698855e-02,-1.73957346e-02,+1.78307854e-02,-1.83124295e-02,-4.96846351e-03,+8.37550243e-03,+1.35024376e+01,+1.35164250e+01,+1.35339970e+01,+1.35346249e+01,+1.24469662e-02,+1.56275193e-02,+1.52014468e-02,+1.82770560e-02,+1.06301732e+03,+2,+2.65816024e+02,+3.74529779e+02,+2.92461806e+02,+3.83067365e+02,+1.69022471e+02,+6.35854967e-01,
+2.86000000e+00,+0.00000000e+00,+4.75204229e+00,+3.57739281e-02,+6.13128427e+00,+1.46105493e-02,+3.27297682e+00,+2.06620679e-02,+7.03801559e-03,-2.26492830e-02,-1.89606752e-02,+4.15412108e-03,+7.90876514e-03,+2.05948580e-02,-1.72832949e-02,+1.72794636e-02,-1.82007724e-02,-4.93881535e-03,+8.32314173e-03,+1.35669773e+01,+1.35827135e+01,+1.35968519e+01,+1.36001660e+01,+1.24888313e-02,+1.56162381e-02,+1.51978387e-02,+1.82197796e-02,+1.05271004e+03,+2,+2.65827797e+02,+3.74097769e+02,+2.92040000e+02,+3.81297524e+02,+1.69822276e+02,+6.38832439e-01,
+2.87000000e+00,+0.00000000e+00,+4.81348315e+00,+3.63457836e-02,+6.16386108e+00,+1.47510223e-02,+3.23516716e+00,+2.07934300e-02,+7.07537279e-03,-2.25599717e-02,-1.87543470e-02,+4.24523502e-03,+1.00526370e-02,+2.04876543e-02,-1.71488144e-02,+1.69181988e-02,-1.80825357e-02,-4.90392441e-03,+8.27468691e-03,+1.36336704e+01,+1.36505676e+01,+1.36620826e+01,+1.36673512e+01,+1.25281335e-02,+1.56071188e-02,+1.51914869e-02,+1.81646084e-02,+1.04281332e+03,+2,+2.65839502e+02,+3.73660433e+02,+2.91604681e+02,+3.79474622e+02,+1.70647417e+02,+6.41905421e-01,
+2.88000000e+00,+0.00000000e+00,+4.87524796e+00,+3.69281794e-02,+6.19607717e+00,+1.48816130e-02,+3.20097518e+00,+2.08241538e-02,+7.11365210e-03,-2.24501748e-02,-1.85491973e-02,+4.32906132e-03,+1.20078487e-02,+2.03562859e-02,-1.70014033e-02,+1.67178658e-02,-1.79588815e-02,-4.86440252e-03,+8.23007645e-03,+1.37021376e+01,+1.37196772e+01,+1.37293050e+01,+1.37358882e+01,+1.25663875e-02,+1.55996975e-02,+1.51839248e-02,+1.81112127e-02,+1.03369652e+03,+2,+2.65851189e+02,+3.73215282e+02,+2.91158491e+02,+3.77609077e+02,+1.71493596e+02,+6.45057616e-01,
+2.89000000e+00,+0.00000000e+00,+4.93733337e+00,+3.75206810e-02,+6.22797267e+00,+1.50022591e-02,+3.17107548e+00,+2.07435171e-02,+7.15278785e-03,-2.23218049e-02,-1.83454762e-02,+4.40518293e-03,+1.37689193e-02,+2.01983799e-02,-1.68467013e-02,+1.66408965e-02,-1.78306990e-02,-4.82078810e-03,+8.18912282e-03,+1.37718738e+01,+1.37896517e+01,+1.37979973e+01,+1.38053907e+01,+1.26043246e-02,+1.55937568e-02,+1.51761167e-02,+1.80596178e-02,+1.02553033e+03,+2,+2.65862867e+02,+3.72761657e+02,+2.90704650e+02,+3.75713860e+02,+1.72355258e+02,+6.48268097e-01,
+2.90000000e+00,+0.00000000e+00,+4.99973646e+00,+3.81228398e-02,+6.25959100e+00,+1.51129118e-02,+3.14549076e+00,+2.05467930e-02,+7.19271079e-03,-2.21768265e-02,-1.81434847e-02,+4.47319586e-03,+1.53311972e-02,+2.00070657e-02,-1.66878631e-02,+1.66478875e-02,-1.76987267e-02,-4.77357988e-03,+8.15156693e-03,+1.38423500e+01,+1.38600842e+01,+1.38676071e+01,+1.38754460e+01,+1.26421028e-02,+1.55892241e-02,+1.51685806e-02,+1.80100609e-02,+1.01833076e+03,+2,+2.65874516e+02,+3.72300277e+02,+2.90246429e+02,+3.73802287e+02,+1.73226574e+02,+6.51514985e-01,
+2.91000000e+00,+0.00000000e+00,+5.06245478e+00,+3.87341966e-02,+6.29097331e+00,+1.52135313e-02,+3.12379238e+00,+2.02336255e-02,+7.23334895e-03,-2.20172405e-02,-1.79435963e-02,+4.53276980e-03,+1.66922431e-02,+1.97751883e-02,-1.65264377e-02,+1.67024310e-02,-1.75636337e-02,-4.72325806e-03,+8.11711759e-03,+1.39130838e+01,+1.39305990e+01,+1.39376247e+01,+1.39456669e+01,+1.26795111e-02,+1.55860877e-02,+1.51615182e-02,+1.79628673e-02,+1.01200742e+03,+2,+2.65886098e+02,+3.71832759e+02,+2.89786777e+02,+3.71886464e+02,+1.74102154e+02,+6.54778089e-01,
+2.92000000e+00,+0.00000000e+00,+5.12548623e+00,+3.93542864e-02,+6.32215505e+00,+1.53040890e-02,+3.10529031e+00,+1.98090300e-02,+7.27462828e-03,-2.18450577e-02,-1.77462462e-02,+4.58369002e-03,+1.78525963e-02,+1.94979158e-02,-1.63630778e-02,+1.67741701e-02,-1.74260670e-02,-4.67029478e-03,+8.08547742e-03,+1.39836803e+01,+1.40008823e+01,+1.40076277e+01,+1.40157251e+01,+1.27161478e-02,+1.55843360e-02,+1.51549343e-02,+1.79183559e-02,+1.00640840e+03,+2,+2.65897568e+02,+3.71361192e+02,+2.89328110e+02,+3.69976369e+02,+1.74977482e+02,+6.58040532e-01,
