-500.000000,0.000000,0.000000
-499.869987,0.000000,0.000000
-499.739974,0.000000,0.000000
-499.609961,0.000000,0.000000
-499.479948,0.000000,0.000000
-499.349935,0.000000,0.000000
-499.219922,0.000000,0.000000
-499.089909,0.000000,0.000000
-498.959896,0.000000,0.000000
-498.829883,0.000000,0.000000
-498.699870,0.000000,0.000000
-498.569857,0.000000,0.000000
-498.439844,0.000000,0.000000
-498.309831,0.000000,0.000000
-498.179818,0.000000,0.000000
-498.049805,0.000000,0.000000
-497.919792,0.000000,0.000000
-497.789779,0.000000,0.000000
-497.659766,0.000000,0.000000
-497.529753,0.000000,0.000000
-497.399740,0.000000,0.000000
-497.269727,0.000000,0.000000
-497.139714,0.000000,0.000000
-497.009701,0.000000,0.000000
-496.879688,0.000000,0.000000
-496.749675,0.000000,0.000000
-496.619662,0.000000,0.000000
-496.489649,0.000000,0.000000
-496.359636,0.000000,0.000000
-496.229623,0.000000,0.000000
-496.099610,0.000000,0.000000
-495.969597,0.000000,0.000000
-495.839584,0.000000,0.000000
-495.709571,0.000000,0.000000
-495.579558,0.000000,0.000000
-495.449545,0.000000,0.000000
-495.319532,0.000000,0.000000
-495.189519,0.000000,0.000000
-495.059506,0.000000,0.000000
-494.929493,0.000000,0.000000
-494.799480,0.000000,0.000000
-494.669467,0.000000,0.000000
-494.539454,0.000000,0.000000
-494.409441,0.000000,0.000000
-494.279428,0.000000,0.000000
-494.149415,0.000000,0.000000
-494.019402,0.000000,0.000000
-493.889389,0.000000,0.000000
-493.759376,0.000000,0.000000
-493.629363,0.000000,0.000000
-493.499350,0.000000,0.000000
-493.369337,0.000000,0.000000
-493.239324,0.000000,0.000000
-493.109311,0.000000,0.000000
-492.979298,0.000000,0.000000
-492.849285,0.000000,0.000000
-492.719272,0.000000,0.000000
-492.589259,0.000000,0.000000
-492.459246,0.000000,0.000000
-492.329233,0.000000,0.000000
-492.199220,0.000000,0.000000
-492.069207,0.000000,0.000000
-491.939194,0.000000,0.000000
-491.809181,0.000000,0.000000
-491.679168,0.000000,0.000000
-491.549155,0.000000,0.000000
-491.419142,0.000000,0.000000
-491.289129,0.000000,0.000000
-491.159116,0.000000,0.000000
-491.029103,0.000000,0.000000
-490.899090,0.000000,0.000000
-490.769077,0.000000,0.000000
-490.639064,0.000000,0.000000
-490.509051,0.000000,0.000000
-490.379038,0.000000,0.000000
-490.249025,0.000000,0.000000
-490.119012,0.000000,0.000000
-489.988999,0.000000,0.000000
-489.858986,0.000000,0.000000
-489.728973,0.000000,0.000000
-489.598960,0.000000,0.000000
-489.468947,0.000000,0.000000
-489.338934,0.000000,0.000000
-489.208921,0.000000,0.000000
-489.078908,0.000000,0.000000
-488.948895,0.000000,0.000000
-488.818882,0.000000,0.000000
-488.688869,0.000000,0.000000
-488.558856,0.000000,0.000000
-488.428843,0.000000,0.000000
-488.298830,0.000000,0.000000
-488.168817,0.000000,0.000000
-488.038804,0.000000,0.000000
-487.908791,0.000000,0.000000
-487.778778,0.000000,0.000000
-487.648765,0.000000,0.000000
-487.518752,0.000000,0.000000
-487.388739,0.000000,0.000000
-487.258726,0.000000,0.000000
-487.128713,0.000000,0.000000
-486.998700,0.000000,0.000000
-486.868687,0.000000,0.000000
-486.738674,0.000000,0.000000
-486.608661,0.000000,0.000000
-486.478648,0.000000,0.000000
-486.348635,0.000000,0.000000
-486.218622,0.000000,0.000000
-486.088609,0.000000,0.000000
