0.0,0.0,0.0,0.0,0.6353701,20.998972,18.216136
0.1,0.06353701,0.0,0.027427819,1.2361655,20.998972,18.216136
0.2,0.18710707,0.0033901073,0.074764706,1.4589249,20.998972,18.216136
0.30000000000000004,0.332592,0.014287557,0.13225321,1.854238,20.998972,18.216136
0.4,0.5163966,0.03873903,0.1926359,2.3084896,20.998972,18.216136
0.5,0.74297553,0.0829343,0.27058783,2.9861977,20.998972,18.216136
0.6000000000000001,1.0307298,0.16275474,0.36964998,3.4041688,20.998972,18.216136
0.7000000000000001,1.3481528,0.28574365,0.4550806,3.65308,20.998972,18.216136
0.8,1.6762818,0.4463092,0.55859786,4.1279926,20.998972,18.216136
0.9,2.0263352,0.6650919,0.647585,4.6477594,20.998972,18.216136
1.0,2.3970141,0.94547355,0.72344613,5.0,20.998972,18.216136
1.1,2.7717786,1.2764593,0.7634632,5.0,20.998972,18.216136
1.2000000000000002,3.1330016,1.6221731,0.7128319,5.0,20.998972,18.216136
1.3,3.5112581,1.9491625,0.7251596,5.0,20.998972,18.216136
1.4000000000000001,3.885455,2.2807899,0.706804,5.0,20.998972,18.216136
1.5,4.2656755,2.6054933,0.7618051,5.0,20.998972,18.216136
1.6,4.627471,2.9506078,0.76819307,5.0,20.998972,18.216136
1.7000000000000002,4.987055,3.298026,0.77284616,5.0,20.998972,18.216136
1.8,5.345018,3.647114,0.7548153,5.0,20.998972,18.216136
1.9000000000000001,5.709217,3.989691,0.72230303,5.0,20.998972,18.216136
2.0,6.0843596,4.320248,0.7611812,5.0,20.998972,18.216136
2.1,6.4463706,4.665137,0.7740481,5.0,20.998972,18.216136
2.2,6.803914,5.0146546,0.76827383,5.0,20.998972,18.216136
2.3000000000000003,7.16347,5.362102,0.7714819,5.0,20.998972,18.216136
2.4000000000000004,7.5219088,5.710701,0.7324229,5.0,20.998972,18.216136
2.5,7.893687,6.0450377,0.73370916,5.0,20.998972,18.216136
2.6,8.265035,6.3798523,0.743784,5.0,20.998972,18.216136
2.7,8.632991,6.718391,0.75095737,5.0,20.998972,18.216136
2.8000000000000003,8.998508,7.0595603,0.7448192,5.0,20.998972,18.216136
2.9000000000000004,9.366114,7.39848,0.7542639,5.0,20.998972,18.216136
3.0,9.730501,7.740856,0.76705205,5.0,20.998972,18.216136
3.1,10.090481,8.087864,0.7348276,5.0,20.998972,18.216136
3.2,10.461454,8.423094,0.7165053,5.0,20.998972,18.216136
3.3000000000000003,10.838507,8.751471,0.7084287,5.0,20.998972,18.216136
3.4000000000000004,11.2182,9.076791,0.70874876,5.0,20.998972,18.216136
3.5,11.597788,9.402233,0.7337002,5.0,20.998972,18.216136
3.6,11.969139,9.737044,0.7482095,5.0,20.998972,18.216136
3.7,12.335593,10.0772085,0.75081974,5.0,20.998972,18.216136
3.8000000000000003,12.701159,10.418327,0.7873564,5.0,20.998972,18.216136
3.9000000000000004,13.054019,10.7725725,0.7831785,5.0,20.998972,18.216136
4.0,13.408357,11.12534,0.7858389,5.0,20.998972,18.216136
4.1000000000000005,13.761754,11.47905,0.7645102,5.0,20.998972,18.216136
4.2,14.122615,11.825142,0.74127567,5.0,20.998972,18.216136
4.3,14.491419,12.162757,0.7119173,5.0,20.998972,18.216136
4.4,14.869974,12.4894,0.744465,5.0,20.998972,18.216136
4.5,15.2376995,12.828189,0.74798334,5.0,20.998972,18.216136
4.6000000000000005,15.604231,13.16827,0.7262358,5.0,20.998972,18.216136
4.7,15.97807,13.5003,0.76850736,5.0,20.998972,18.216136
4.800000000000001,16.337545,13.847832,0.7473807,5.0,20.998972,18.216136
4.9,16.70428,14.187692,0.7254241,5.0,20.998972,18.216136
5.0,17.07839,14.519418,0.7240409,5.0,20.998972,18.216136
5.1000000000000005,17.452957,14.850626,0.70451415,5.0,20.998972,18.216136
5.2,17.83392,15.174458,0.7595921,5.0,20.998972,18.216136
5.300000000000001,18.196478,15.51877,0.77704775,5.0,20.998972,18.216136
5.4,18.55297,15.869359,0.76355135,5.0,20.998972,18.216136
5.5,18.914164,16.215105,0.74782777,5.0,20.998972,18.216136
